slab,tile,gz,gy,gx,local_id,global_id,thickness_vox,tile_median_vox,ratio,n_ids_in_run,kind
z2240,tile_y1344_x1792,2478,1599,2031,1026,138898,9.5,3.0,3.17,1,fused
z2240,tile_y1344_x1792,2292,1672,1821,1236,138925,9.5,3.0,3.17,1,fused
z2240,tile_y1344_x1792,2365,1452,2101,411,134683,9.5,3.0,3.17,1,fused
z2240,tile_y1344_x1792,2476,1608,2255,1014,138879,9.5,3.0,3.17,1,fused
z2240,tile_y1344_x1792,2400,1432,2042,756,138787,9.5,3.0,3.17,1,fused
z2240,tile_y1344_x1792,2258,1433,2118,153,127254,9.5,3.0,3.17,1,fused
z2240,tile_y1792_x1344,2355,2155,1390,482,140738,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2343,2177,1710,449,131058,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2258,2057,1582,1242,131081,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2326,1921,1538,1809,63448,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2284,1909,1724,1671,122230,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2333,1927,1808,1831,63448,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2267,2196,1474,1278,131112,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2281,1924,1608,233,122397,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2298,2268,1788,86,130723,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2283,2053,1679,1468,141836,11.0,3.5,3.14,2,split
z2240,tile_y1792_x1344,2451,2122,1526,740,140926,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2348,1918,1766,1831,63448,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2441,2143,1556,549,121319,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2359,1930,1708,2058,142272,11.0,3.5,3.14,2,split
z2240,tile_y1792_x1344,2296,1966,1766,1671,122230,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2453,2235,1383,903,121319,11.0,3.5,3.14,2,split
z2240,tile_y1792_x1344,2262,2270,1831,86,130723,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2276,1955,1575,1346,122397,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2260,2182,1629,110,131089,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2259,2187,1648,110,131089,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2354,1929,1623,2000,142225,11.0,3.5,3.14,2,split
z2240,tile_y1792_x1344,2395,2203,1516,750,141610,11.0,3.5,3.14,1,fused
z2240,tile_y1792_x1344,2339,1945,1656,2002,142226,11.0,3.5,3.14,2,split
z2240,tile_y1792_x1344,2330,1934,1486,1779,142057,11.0,3.5,3.14,2,split
z8960,tile_y1344_x1792,9153,1418,2033,513,452819,11.0,3.5,3.14,1,fused
z8960,tile_y1344_x1792,9156,1564,1959,1004,455084,11.0,3.5,3.14,2,split
z8960,tile_y1344_x1792,9059,1447,2002,1998,455405,11.0,3.5,3.14,1,fused
z8960,tile_y1344_x1792,9032,1564,1851,1737,454407,11.0,3.5,3.14,2,split
z8960,tile_y1344_x1792,9012,1689,1859,1587,442680,11.0,3.5,3.14,1,fused
z8960,tile_y1344_x1792,8997,1768,1875,1513,442680,11.0,3.5,3.14,3,split
z8960,tile_y1344_x1792,9121,1467,2072,885,455003,11.0,3.5,3.14,1,fused
z8960,tile_y1344_x1792,9020,1389,2106,1581,452925,11.0,3.5,3.14,1,fused
z8960,tile_y1344_x1792,9078,1705,1999,466,444650,11.0,3.5,3.14,1,fused
z8960,tile_y1344_x1792,9042,1605,1961,2042,455423,11.0,3.5,3.14,2,split
z8960,tile_y1344_x1792,9155,1696,1933,2399,455545,11.0,3.5,3.14,3,split
z8960,tile_y1344_x1792,9037,1486,2008,348,454717,11.0,3.5,3.14,1,fused
z8960,tile_y1344_x1792,9182,1754,1819,2436,442680,11.0,3.5,3.14,2,split
z8960,tile_y1344_x1792,9044,1732,1831,1899,442680,11.0,3.5,3.14,1,fused
z8960,tile_y1344_x1792,8990,1576,1942,1456,444693,11.0,3.5,3.14,2,split
z8960,tile_y1344_x1792,9082,1511,1939,2112,455453,11.0,3.5,3.14,2,split
z8960,tile_y1344_x1792,9148,1777,2220,1034,223883,11.0,3.5,3.14,1,fused
z8960,tile_y1344_x1792,9004,1537,1928,196,444559,11.0,3.5,3.14,1,fused
z8960,tile_y1344_x1792,9039,1625,1989,367,454725,11.0,3.5,3.14,2,split
z8960,tile_y1344_x1792,9128,1462,2096,885,455003,11.0,3.5,3.14,1,fused
z8960,tile_y1344_x1792,8997,1395,2014,1562,452915,11.0,3.5,3.14,2,split
z8960,tile_y1344_x1792,9135,1411,2015,513,452819,11.0,3.5,3.14,1,fused
z8960,tile_y1344_x1792,9039,1409,1930,1908,452949,11.0,3.5,3.14,2,split
z8960,tile_y1344_x1792,9151,1520,2135,914,443644,11.0,3.5,3.14,1,fused
z8960,tile_y1344_x1792,8985,1751,1863,1460,442680,11.0,3.5,3.14,1,fused
z8960,tile_y1344_x1792,9058,1769,1864,2012,455413,11.0,3.5,3.14,2,split
z8960,tile_y1344_x1792,9010,1518,2032,24,444542,11.0,3.5,3.14,1,fused
z8960,tile_y1344_x1792,9085,1749,1921,2165,455471,11.0,3.5,3.14,2,split
z8960,tile_y1344_x1792,9103,1758,1848,2142,442680,11.0,3.5,3.14,1,fused
z8960,tile_y1792_x1344,9112,2231,1744,2117,460213,12.5,4.0,3.12,2,split
z8960,tile_y1792_x1344,9120,2091,1761,2392,460411,12.5,4.0,3.12,2,split
z8960,tile_y1792_x1344,9104,2121,1736,2058,449829,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9000,2108,1527,277,459030,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9188,2222,1671,2698,459660,12.5,4.0,3.12,3,split
z8960,tile_y1792_x1344,8995,1839,1695,114,442861,12.5,4.0,3.12,2,split
z8960,tile_y1792_x1344,9109,2210,1682,2042,459609,12.5,4.0,3.12,2,split
z8960,tile_y1792_x1344,9174,2192,1427,2620,458662,12.5,4.0,3.12,2,split
z8960,tile_y1792_x1344,9133,2042,1556,2207,460280,12.5,4.0,3.12,2,split
z8960,tile_y1792_x1344,9167,2225,1482,2524,460501,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9169,1971,1400,1184,458600,12.5,4.0,3.12,2,split
z8960,tile_y1792_x1344,9195,2249,1584,1244,459654,12.5,4.0,3.12,2,split
z8960,tile_y1792_x1344,9043,1886,1733,20,449316,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9168,2084,1792,2515,449829,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9088,2039,1696,710,459302,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9044,2104,1613,1696,459905,12.5,4.0,3.12,2,split
z8960,tile_y1792_x1344,9010,2138,1510,61,448400,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9123,2177,1716,2159,460244,12.5,4.0,3.12,2,split
z8960,tile_y1792_x1344,9097,2255,1750,1950,459212,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9157,2165,1384,1169,458590,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9172,2047,1430,1236,458659,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9137,1827,1737,1122,442653,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9123,2100,1839,2140,449829,12.5,4.0,3.12,3,split
z8960,tile_y1792_x1344,9067,2067,1473,1791,459981,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9088,2193,1688,2805,459660,12.5,4.0,3.12,2,split
z8960,tile_y1792_x1344,9107,2044,1467,1985,460124,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9054,2175,1648,1720,459925,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9158,2049,1604,2496,460481,12.5,4.0,3.12,3,split
z8960,tile_y1792_x1344,9108,2100,1614,2040,460159,12.5,4.0,3.12,3,split
z8960,tile_y1792_x1344,9128,2043,1646,2196,460274,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9194,2261,1476,2799,458662,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,8987,1975,1789,840,449518,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9149,2217,1448,2305,460351,12.5,4.0,3.12,3,split
z8960,tile_y1792_x1344,9075,2251,1750,1831,460011,12.5,4.0,3.12,2,split
z8960,tile_y1792_x1344,9124,2285,1764,2248,460311,12.5,4.0,3.12,2,split
z8960,tile_y1792_x1344,9123,2231,1722,2805,459660,12.5,4.0,3.12,2,split
z8960,tile_y1792_x1344,9148,2146,1520,2324,460363,12.5,4.0,3.12,2,split
z8960,tile_y1792_x1344,8979,2125,1840,130,449876,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9131,2077,1807,2252,449829,12.5,4.0,3.12,2,split
z8960,tile_y1792_x1344,9179,2059,1629,2638,458722,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,8984,1860,1654,13,442579,12.5,4.0,3.12,1,fused
z8960,tile_y1792_x1344,9067,2086,1697,2058,449829,12.5,4.0,3.12,2,split
z11200,tile_y1344_x1792,11329,1830,1891,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11310,1767,2006,270,658072,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11432,1767,1828,338,658174,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11314,1729,1854,195,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11327,1797,1923,225,658546,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11318,1737,1903,297,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11335,1809,1919,303,658588,14.0,4.5,3.11,3,split
z11200,tile_y1344_x1792,11368,1840,1849,234,658301,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11308,1717,1947,212,658538,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11308,1830,2035,270,658072,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11427,1816,1846,142,658196,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11308,1746,1856,197,658282,14.0,4.5,3.11,4,split
z11200,tile_y1344_x1792,11316,1815,1999,226,658547,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11336,1820,1811,296,658324,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11331,1833,1941,318,658593,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11333,1813,2045,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11318,1782,2058,270,658072,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11308,1383,2006,89,656907,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11311,1808,2035,270,658072,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11314,1747,1869,251,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11326,1830,1932,236,658552,14.0,4.5,3.11,3,split
z11200,tile_y1344_x1792,11349,1764,1834,312,658323,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11332,1810,1931,297,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11314,1823,1820,260,658305,14.0,4.5,3.11,3,split
z11200,tile_y1344_x1792,11325,1756,1905,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11323,1757,1853,251,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11321,1765,1894,223,658276,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11310,1793,2042,270,658072,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11345,1784,1866,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11311,1833,1998,226,658547,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11341,1747,1968,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11317,1784,1874,223,658276,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11307,1801,2041,199,658530,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11316,1768,1994,270,658072,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11339,1774,1837,305,658330,14.0,4.5,3.11,3,split
z11200,tile_y1344_x1792,11319,1784,1887,223,658276,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11308,1730,1869,297,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11307,1787,2045,270,658072,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11312,1794,2044,270,658072,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11312,1717,1838,297,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11328,1830,1968,297,658282,14.0,4.5,3.11,3,split
z11200,tile_y1344_x1792,11329,1836,1968,297,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11310,1807,1941,225,658546,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11332,1755,1819,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11307,1820,1964,225,658546,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11326,1765,1888,258,658564,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11418,1755,1844,338,658174,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11308,1811,1874,222,658276,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11317,1792,1949,219,658543,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11359,1838,1901,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11353,1742,1837,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11342,1756,1875,297,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11341,1768,1912,311,658590,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11368,1753,1817,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11419,1841,1935,140,658490,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11335,1794,1906,300,658586,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11359,1811,1885,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11340,1754,1895,297,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11311,1728,1862,239,658274,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11327,1793,1844,222,658276,14.0,4.5,3.11,3,split
z11200,tile_y1344_x1792,11318,1768,1950,219,658543,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11307,1785,2006,270,658072,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11310,1818,1922,225,658546,14.0,4.5,3.11,3,split
z11200,tile_y1344_x1792,11315,1793,1965,225,658546,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11379,1523,1901,135,658488,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11316,1776,1990,270,658072,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11307,1811,1963,225,658546,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11325,1836,2056,286,658578,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11307,1744,1884,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11308,1754,1905,223,658276,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11339,1784,1863,312,658323,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11330,1776,1866,297,658282,14.0,4.5,3.11,4,split
z11200,tile_y1344_x1792,11307,1776,1871,273,658276,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11308,1817,1816,230,658279,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11431,1793,1841,338,658174,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11332,1743,1809,297,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11320,1833,1809,230,658279,14.0,4.5,3.11,3,split
z11200,tile_y1344_x1792,11310,1835,2034,270,658072,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11347,1834,1825,324,658349,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11307,1800,1908,225,658546,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11335,1812,1855,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11426,1821,1882,147,658492,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11353,1832,1913,297,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11322,1797,1878,259,658565,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11325,1783,1998,286,658578,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11319,1724,1886,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11334,1795,1934,297,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11330,1784,1952,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11367,1840,1821,234,658301,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11328,1720,1822,308,658331,14.0,4.5,3.11,4,split
z11200,tile_y1344_x1792,11331,1748,1837,275,658311,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11360,1825,1819,234,658301,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11322,1819,1999,226,658547,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11301,1764,2284,72,658457,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11308,1748,1965,270,658072,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11308,1795,1843,222,658276,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11308,1775,1960,256,658562,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11350,1779,1905,297,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11334,1752,1812,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11323,1778,1902,223,658276,14.0,4.5,3.11,3,split
z11200,tile_y1344_x1792,11309,1382,2224,76,656655,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11326,1749,1864,251,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11329,1834,1892,297,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11424,1833,1829,144,658358,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11316,1799,1893,223,658276,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11307,1816,1822,202,658532,14.0,4.5,3.11,3,split
z11200,tile_y1344_x1792,11308,1731,1875,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11308,1840,1830,234,658301,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11342,1780,1977,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11318,1819,2026,270,658072,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11367,1834,1925,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11314,1767,1810,297,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11331,1733,1863,289,658580,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11320,1745,1919,271,658570,14.0,4.5,3.11,3,split
z11200,tile_y1344_x1792,11349,1777,1839,312,658323,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11368,1804,1881,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11318,1813,2042,270,658072,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11427,1840,1826,144,658358,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11348,1799,1929,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11324,1836,1881,246,658559,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11378,1700,1844,138,658164,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11323,1840,1971,226,658547,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11319,1817,1906,242,658556,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11418,1777,1858,338,658174,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11438,1826,1881,338,658174,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11307,1756,1837,196,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11315,1696,1846,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11307,1751,1849,197,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11312,1837,2009,226,658547,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11320,1767,1923,265,658567,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11329,1758,1844,298,658325,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11416,1800,1824,142,658196,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11316,1810,2010,270,658072,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11313,1806,1850,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11328,1745,1894,297,658282,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11349,1764,1840,312,658323,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11307,1799,2029,199,658530,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11352,1779,1840,297,658282,14.0,4.5,3.11,2,split
z11200,tile_y1344_x1792,11307,1788,2048,270,658072,14.0,4.5,3.11,1,fused
z11200,tile_y1344_x1792,11428,1776,1823,338,658174,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4574,2273,1519,2760,298263,14.0,4.5,3.11,3,split
z4480,tile_y1792_x1344,4616,1841,1748,803,294325,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4551,2017,1770,33,286095,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4566,2167,1459,2631,298169,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4550,2214,1369,2497,296455,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4536,2200,1575,2078,287205,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4674,2283,1796,3405,298746,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4635,2280,1682,3193,298588,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4675,2272,1712,3855,297725,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4551,2098,1653,2657,286428,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4675,2086,1648,3164,297714,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4689,2229,1687,3855,297725,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4558,2166,1484,2606,298149,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4529,2141,1764,2657,286428,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4677,2272,1496,3361,298716,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4587,2178,1603,2775,298275,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4577,1929,1641,441,296879,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4532,1939,1733,2345,285994,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4641,1877,1586,1287,297524,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4518,2201,1736,2411,286424,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4651,2196,1759,3326,297352,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4682,2227,1522,3445,298776,14.0,4.5,3.11,3,split
z4480,tile_y1792_x1344,4497,2263,1625,1844,286201,14.0,4.5,3.11,3,split
z4480,tile_y1792_x1344,4530,2237,1624,2309,297919,14.0,4.5,3.11,3,split
z4480,tile_y1792_x1344,4657,2271,1521,3305,298675,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4504,2166,1433,1822,262591,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4709,2253,1686,3855,297725,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4631,2216,1748,1056,297319,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4711,2246,1705,3855,297725,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4528,2195,1533,2078,287205,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4509,1993,1625,33,286095,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4528,2056,1595,2657,286428,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4721,2154,1610,3686,298902,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4700,2288,1771,3572,297725,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4518,2196,1482,2351,287207,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4572,2219,1459,2181,262591,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4719,2283,1422,3769,298934,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4694,2036,1617,1315,297547,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4696,2204,1733,3548,298854,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4690,2195,1439,3675,296359,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4654,2200,1686,3232,298621,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4495,2107,1794,1811,287090,14.0,4.5,3.11,3,split
z4480,tile_y1792_x1344,4569,2001,1687,385,296836,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4665,2287,1841,3343,298702,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4604,2002,1775,926,297245,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4535,1950,1724,2363,297981,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4686,2122,1454,1571,284979,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4507,2225,1435,2351,287207,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4668,1879,1685,1357,297581,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4563,2261,1803,2562,296971,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4547,2134,1710,2657,286428,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4594,2268,1738,3029,298461,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4720,2274,1794,3804,223883,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4530,2225,1634,2309,297919,14.0,4.5,3.11,3,split
z4480,tile_y1792_x1344,4526,2243,1581,2320,297954,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4541,2208,1663,2328,297919,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4542,2261,1739,2352,296893,14.0,4.5,3.11,1,fused
z4480,tile_y1792_x1344,4506,2087,1510,1810,287123,14.0,4.5,3.11,3,split
z4480,tile_y1792_x1344,4547,2265,1424,2511,295980,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4532,2229,1455,2394,298003,14.0,4.5,3.11,2,split
z4480,tile_y1792_x1344,4496,2134,1809,1994,287112,14.0,4.5,3.11,3,split
z4480,tile_y1792_x1344,4548,2241,1674,468,296897,14.0,4.5,3.11,2,split
