site_row,kind,slab,tile,gz,gy,gx,tier,in_bounds,was_mega,mega_size_frac,mega_size_vox
3512,control,z2016,tile_y896_x1792,2051,1165,1935,1,1,0,0.0,0
3513,flagged,z2016,tile_y896_x1792,2052,1162,2033,1,1,0,0.0,0
3513,control,z2016,tile_y896_x1792,2052,1192,2033,1,1,0,0.0,0
3516,flagged,z2016,tile_y896_x1792,2054,1222,2002,2,1,0,0.0,0
3516,control,z2016,tile_y896_x1792,2054,1252,2002,2,1,0,0.0,0
3517,flagged,z2016,tile_y896_x1792,2055,1236,1854,2,1,0,0.0,0
3517,control,z2016,tile_y896_x1792,2055,1266,1854,2,1,0,0.0,0
3518,flagged,z2016,tile_y896_x1792,2064,1092,2035,2,1,0,0.0,0
3518,control,z2016,tile_y896_x1792,2064,1122,2035,2,1,0,0.0,0
3522,flagged,z2016,tile_y896_x1792,2067,1121,1954,2,1,0,0.0,0
3522,control,z2016,tile_y896_x1792,2067,1151,1954,2,1,0,0.0,0
3523,flagged,z2016,tile_y896_x1792,2069,1129,1898,2,1,1,0.1285,825513
3523,control,z2016,tile_y896_x1792,2069,1159,1898,2,1,1,0.1285,825513
3526,flagged,z2016,tile_y896_x1792,2075,1052,1825,2,1,1,0.1285,825513
3526,control,z2016,tile_y896_x1792,2075,1082,1825,2,1,0,0.0,0
3529,flagged,z2016,tile_y896_x1792,2082,1155,2031,2,1,0,0.0,0
3529,control,z2016,tile_y896_x1792,2082,1185,2031,2,1,0,0.0,0
3533,flagged,z2016,tile_y896_x1792,2092,1038,2044,1,1,1,0.0411,263883
3533,control,z2016,tile_y896_x1792,2092,1068,2044,1,1,1,0.0411,263883
3535,flagged,z2016,tile_y896_x1792,2096,1188,1997,1,1,0,0.0,0
3535,control,z2016,tile_y896_x1792,2096,1218,1997,1,1,0,0.0,0
3545,flagged,z2016,tile_y896_x1792,2127,1126,1981,2,1,1,0.0411,263883
3545,control,z2016,tile_y896_x1792,2127,1156,1981,2,1,0,0.0,0
3548,flagged,z2016,tile_y896_x1792,2128,1165,1964,2,1,0,0.0,0
3548,control,z2016,tile_y896_x1792,2128,1195,1964,2,1,0,0.0,0
3558,flagged,z2016,tile_y896_x1792,2148,1126,2020,2,1,1,0.0411,263883
3558,control,z2016,tile_y896_x1792,2148,1156,2020,2,1,0,0.0,0
3560,flagged,z2016,tile_y896_x1792,2150,1197,2033,2,1,0,0.0,0
3560,control,z2016,tile_y896_x1792,2150,1227,2033,2,1,0,0.0,0
3566,flagged,z2016,tile_y896_x1792,2173,1198,1940,1,1,0,0.0,0
3566,control,z2016,tile_y896_x1792,2173,1228,1940,1,1,0,0.0,0
3987,flagged,z2240,tile_y1792_x2240,2433,2153,2697,2,1,1,0.3742,2162543
3987,control,z2240,tile_y1792_x2240,2433,2183,2697,2,1,1,0.3742,2162543
3989,flagged,z2240,tile_y1792_x2240,2435,2266,2708,2,1,1,0.3742,2162543
3989,control,z2240,tile_y1792_x2240,2435,2296,2708,2,1,0,0.0,0
3993,flagged,z2240,tile_y1792_x2240,2438,2059,2645,1,1,1,0.0671,387681
3993,control,z2240,tile_y1792_x2240,2438,2089,2645,1,1,0,0.0,0
3994,flagged,z2240,tile_y1792_x2240,2438,2150,2626,2,1,0,0.0,0
3994,control,z2240,tile_y1792_x2240,2438,2180,2626,2,1,0,0.0,0
3995,flagged,z2240,tile_y1792_x2240,2441,2222,2624,2,1,0,0.0,0
3995,control,z2240,tile_y1792_x2240,2441,2252,2624,2,1,0,0.0,0
4002,flagged,z2240,tile_y1792_x2240,2450,2122,2693,2,1,1,0.3742,2162543
4002,control,z2240,tile_y1792_x2240,2450,2152,2693,2,1,0,0.0,0
4003,flagged,z2240,tile_y1792_x2240,2450,2192,2656,2,1,1,0.3742,2162543
4003,control,z2240,tile_y1792_x2240,2450,2222,2656,2,1,1,0.3742,2162543
4004,flagged,z2240,tile_y1792_x2240,2452,2088,2569,2,1,0,0.0,0
4004,control,z2240,tile_y1792_x2240,2452,2118,2569,2,1,0,0.0,0
4005,flagged,z2240,tile_y1792_x2240,2456,2069,2588,2,1,0,0.0,0
4005,control,z2240,tile_y1792_x2240,2456,2099,2588,2,1,0,0.0,0
4019,flagged,z2240,tile_y1792_x2688,2433,2069,2786,2,1,0,0.0,0
4019,control,z2240,tile_y1792_x2688,2433,2099,2786,2,1,0,0.0,0
4021,flagged,z2240,tile_y1792_x2688,2438,2079,2733,2,1,1,0.0671,387681
4021,control,z2240,tile_y1792_x2688,2438,2109,2733,2,1,0,0.0,0
4023,flagged,z2240,tile_y1792_x2688,2441,2128,2752,2,1,1,0.3742,2162543
4023,control,z2240,tile_y1792_x2688,2441,2158,2752,2,1,1,0.3742,2162543
4024,flagged,z2240,tile_y1792_x2688,2442,2074,2739,2,1,1,0.0671,387681
4024,control,z2240,tile_y1792_x2688,2442,2104,2739,2,1,1,0.3742,2162543
4025,flagged,z2240,tile_y1792_x2688,2442,2076,2819,2,1,0,0.0,0
4025,control,z2240,tile_y1792_x2688,2442,2106,2819,2,1,0,0.0,0
4027,flagged,z2240,tile_y1792_x2688,2451,2235,2750,2,1,1,0.3742,2162543
4027,control,z2240,tile_y1792_x2688,2451,2265,2750,2,1,1,0.3742,2162543
4028,flagged,z2240,tile_y1792_x2688,2452,2208,2883,2,1,1,0.3742,2162543
4028,control,z2240,tile_y1792_x2688,2452,2238,2883,2,1,0,0.0,0
4029,flagged,z2240,tile_y1792_x2688,2453,2247,2831,2,1,1,0.3742,2162543
4029,control,z2240,tile_y1792_x2688,2453,2277,2831,2,1,1,0.3742,2162543
4030,flagged,z2240,tile_y1792_x2688,2456,2089,2756,2,1,0,0.0,0
4030,control,z2240,tile_y1792_x2688,2456,2119,2756,2,1,0,0.0,0
4031,flagged,z2240,tile_y1792_x2688,2459,2114,2814,2,1,1,0.3742,2162543
4031,control,z2240,tile_y1792_x2688,2459,2144,2814,2,1,0,0.0,0
4152,flagged,z2240,tile_y2240_x2240,2434,2464,2561,2,1,0,0.0,0
4152,control,z2240,tile_y2240_x2240,2434,2494,2561,2,1,0,0.0,0
4162,flagged,z2240,tile_y2240_x2240,2454,2429,2627,2,1,0,0.0,0
4162,control,z2240,tile_y2240_x2240,2454,2459,2627,2,1,0,0.0,0
4168,flagged,z2240,tile_y2240_x2240,2463,2442,2591,2,1,0,0.0,0
4168,control,z2240,tile_y2240_x2240,2463,2472,2591,2,1,0,0.0,0
4544,flagged,z2464,tile_y1792_x2240,2505,2090,2572,2,1,0,0.0,0
4544,control,z2464,tile_y1792_x2240,2505,2120,2572,2,1,0,0.0,0
4545,flagged,z2464,tile_y1792_x2240,2505,2151,2618,2,1,0,0.0,0
4545,control,z2464,tile_y1792_x2240,2505,2181,2618,2,1,0,0.0,0
4546,flagged,z2464,tile_y1792_x2240,2505,2269,2707,1,1,0,0.0,0
4546,control,z2464,tile_y1792_x2240,2505,2299,2707,1,1,0,0.0,0
4547,flagged,z2464,tile_y1792_x2240,2507,2079,2560,2,1,0,0.0,0
4547,control,z2464,tile_y1792_x2240,2507,2109,2560,2,1,0,0.0,0
4550,flagged,z2464,tile_y1792_x2240,2514,2099,2618,2,1,1,0.0671,387681
4550,control,z2464,tile_y1792_x2240,2514,2129,2618,2,1,0,0.0,0
4564,flagged,z2464,tile_y1792_x2240,2537,2158,2567,2,1,0,0.0,0
4564,control,z2464,tile_y1792_x2240,2537,2188,2567,2,1,1,0.3742,2162543
4565,flagged,z2464,tile_y1792_x2240,2537,2269,2717,2,1,0,0.0,0
4565,control,z2464,tile_y1792_x2240,2537,2299,2717,2,1,0,0.0,0
4569,flagged,z2464,tile_y1792_x2240,2542,2129,2636,1,1,0,0.0,0
4569,control,z2464,tile_y1792_x2240,2542,2159,2636,1,1,0,0.0,0
4575,flagged,z2464,tile_y1792_x2240,2550,2087,2571,2,1,0,0.0,0
4575,control,z2464,tile_y1792_x2240,2550,2117,2571,2,1,0,0.0,0
4579,flagged,z2464,tile_y1792_x2240,2555,2143,2654,2,1,0,0.0,0
4579,control,z2464,tile_y1792_x2240,2555,2173,2654,2,1,0,0.0,0
4580,flagged,z2464,tile_y1792_x2240,2557,2122,2693,2,1,0,0.0,0
4580,control,z2464,tile_y1792_x2240,2557,2152,2693,2,1,0,0.0,0
4581,flagged,z2464,tile_y1792_x2240,2558,2105,2672,2,1,0,0.0,0
4581,control,z2464,tile_y1792_x2240,2558,2135,2672,2,1,0,0.0,0
4622,flagged,z2464,tile_y1792_x2688,2498,2175,2913,1,1,1,0.3742,2162543
4622,control,z2464,tile_y1792_x2688,2498,2205,2913,1,1,1,0.3742,2162543
4623,flagged,z2464,tile_y1792_x2688,2512,2128,2952,1,1,1,0.3742,2162543
4623,control,z2464,tile_y1792_x2688,2512,2158,2952,1,1,1,0.3742,2162543
4658,flagged,z2464,tile_y2240_x2688,2525,2352,2783,1,1,0,0.0,0
4658,control,z2464,tile_y2240_x2688,2525,2382,2783,1,1,0,0.0,0
4659,flagged,z2464,tile_y2240_x2688,2532,2297,2892,1,1,1,0.3742,2162543
4659,control,z2464,tile_y2240_x2688,2532,2327,2892,1,1,1,0.3742,2162543
7157,flagged,z3808,tile_y1792_x1792,3973,2185,2155,2,1,1,0.4911,5090327
7157,control,z3808,tile_y1792_x1792,3973,2215,2155,2,1,0,0.0,0
7158,flagged,z3808,tile_y1792_x1792,3974,2178,2178,2,1,1,0.4911,5090327
7158,control,z3808,tile_y1792_x1792,3974,2208,2178,2,1,0,0.0,0
7164,flagged,z3808,tile_y1792_x1792,3984,2245,2236,2,1,1,0.4911,5090327
7164,control,z3808,tile_y1792_x1792,3984,2275,2236,2,1,0,0.0,0
7167,flagged,z3808,tile_y1792_x1792,3995,2269,2212,2,1,1,0.4911,5090327
7167,control,z3808,tile_y1792_x1792,3995,2299,2212,2,1,0,0.0,0
7168,flagged,z3808,tile_y1792_x1792,3996,2215,2076,2,1,1,0.4911,5090327
7168,control,z3808,tile_y1792_x1792,3996,2245,2076,2,1,0,0.0,0
7169,flagged,z3808,tile_y1792_x1792,3998,2192,2146,2,1,1,0.4911,5090327
7169,control,z3808,tile_y1792_x1792,3998,2222,2146,2,1,0,0.0,0
7171,flagged,z3808,tile_y1792_x1792,4001,2198,2193,2,1,0,0.0,0
7171,control,z3808,tile_y1792_x1792,4001,2228,2193,2,1,0,0.0,0
7174,flagged,z3808,tile_y1792_x1792,4003,2185,2198,2,1,0,0.0,0
7174,control,z3808,tile_y1792_x1792,4003,2215,2198,2,1,1,0.4911,5090327
7177,flagged,z3808,tile_y1792_x1792,4005,2178,2132,2,1,1,0.4911,5090327
7177,control,z3808,tile_y1792_x1792,4005,2208,2132,2,1,0,0.0,0
7183,flagged,z3808,tile_y1792_x1792,4012,2143,2227,2,1,0,0.0,0
7183,control,z3808,tile_y1792_x1792,4012,2173,2227,2,1,1,0.4911,5090327
7185,flagged,z3808,tile_y1792_x1792,4017,2208,2260,2,1,1,0.4911,5090327
7185,control,z3808,tile_y1792_x1792,4017,2238,2260,2,1,0,0.0,0
7189,flagged,z3808,tile_y1792_x1792,4022,2208,2105,2,1,1,0.4911,5090327
7189,control,z3808,tile_y1792_x1792,4022,2238,2105,2,1,1,0.4911,5090327
7252,flagged,z3808,tile_y1792_x2240,3975,2126,2348,2,1,0,0.0,0
7252,control,z3808,tile_y1792_x2240,3975,2156,2348,2,1,0,0.0,0
7255,flagged,z3808,tile_y1792_x2240,4005,2078,2326,2,1,0,0.0,0
7255,control,z3808,tile_y1792_x2240,4005,2108,2326,2,1,0,0.0,0
7257,flagged,z3808,tile_y1792_x2240,4018,2100,2374,2,1,0,0.0,0
7257,control,z3808,tile_y1792_x2240,4018,2130,2374,2,1,0,0.0,0
7259,flagged,z3808,tile_y1792_x2240,4020,2246,2335,1,1,0,0.0,0
7259,control,z3808,tile_y1792_x2240,4020,2276,2335,1,1,0,0.0,0
7260,flagged,z3808,tile_y1792_x2240,4021,2186,2360,2,1,0,0.0,0
7260,control,z3808,tile_y1792_x2240,4021,2216,2360,2,1,0,0.0,0
7288,flagged,z3808,tile_y2240_x1792,3975,2523,2176,1,1,1,0.4911,5090327
7288,control,z3808,tile_y2240_x1792,3975,2553,2176,1,1,0,0.0,0
7291,flagged,z3808,tile_y2240_x1792,4014,2512,2081,1,1,1,0.4911,5090327
7291,control,z3808,tile_y2240_x1792,4014,2542,2081,1,1,0,0.0,0
7294,flagged,z3808,tile_y2240_x1792,4028,2430,2263,1,1,1,0.4911,5090327
7294,control,z3808,tile_y2240_x1792,4028,2460,2263,1,1,1,0.4911,5090327
7296,flagged,z3808,tile_y2240_x1792,4030,2370,2200,1,1,1,0.4911,5090327
7296,control,z3808,tile_y2240_x1792,4030,2400,2200,1,1,0,0.0,0
7302,flagged,z3808,tile_y2240_x2240,3985,2337,2327,1,1,1,0.4911,5090327
7302,control,z3808,tile_y2240_x2240,3985,2367,2327,1,1,0,0.0,0
7303,flagged,z3808,tile_y2240_x2240,3987,2398,2360,1,1,1,0.4911,5090327
7303,control,z3808,tile_y2240_x2240,3987,2428,2360,1,1,0,0.0,0
7304,flagged,z3808,tile_y2240_x2240,4013,2377,2284,1,1,1,0.4911,5090327
7304,control,z3808,tile_y2240_x2240,4013,2407,2284,1,1,1,0.4911,5090327
7305,flagged,z3808,tile_y2240_x2240,4026,2539,2359,1,1,1,0.4911,5090327
7305,control,z3808,tile_y2240_x2240,4026,2569,2359,1,0,0,0.0,0
7554,flagged,z4032,tile_y1792_x1792,4066,2134,2266,2,1,0,0.0,0
7554,control,z4032,tile_y1792_x1792,4066,2164,2266,2,1,0,0.0,0
7555,flagged,z4032,tile_y1792_x1792,4066,2243,2163,2,1,1,0.4911,5090327
7555,control,z4032,tile_y1792_x1792,4066,2273,2163,2,1,1,0.4911,5090327
7557,flagged,z4032,tile_y1792_x1792,4070,2231,2051,2,1,1,0.4911,5090327
7557,control,z4032,tile_y1792_x1792,4070,2261,2051,2,1,0,0.0,0
7561,flagged,z4032,tile_y1792_x1792,4074,2064,2087,2,1,0,0.0,0
7561,control,z4032,tile_y1792_x1792,4074,2094,2087,2,1,0,0.0,0
7564,flagged,z4032,tile_y1792_x1792,4081,2137,2121,2,1,1,0.0332,344492
7564,control,z4032,tile_y1792_x1792,4081,2167,2121,2,1,0,0.0,0
7565,flagged,z4032,tile_y1792_x1792,4081,2193,2137,2,1,1,0.4911,5090327
7565,control,z4032,tile_y1792_x1792,4081,2223,2137,2,1,0,0.0,0
7632,flagged,z4032,tile_y1792_x2240,4066,2051,2278,2,1,0,0.0,0
7632,control,z4032,tile_y1792_x2240,4066,2081,2278,2,1,0,0.0,0
7633,flagged,z4032,tile_y1792_x2240,4068,2098,2400,2,1,0,0.0,0
7633,control,z4032,tile_y1792_x2240,4068,2128,2400,2,1,0,0.0,0
7634,flagged,z4032,tile_y1792_x2240,4069,2071,2272,2,1,0,0.0,0
7634,control,z4032,tile_y1792_x2240,4069,2101,2272,2,1,0,0.0,0
7635,flagged,z4032,tile_y1792_x2240,4069,2076,2472,2,1,0,0.0,0
7635,control,z4032,tile_y1792_x2240,4069,2106,2472,2,1,0,0.0,0
7640,flagged,z4032,tile_y1792_x2240,4086,2175,2507,2,1,0,0.0,0
7640,control,z4032,tile_y1792_x2240,4086,2205,2507,2,1,0,0.0,0
7642,flagged,z4032,tile_y1792_x2240,4095,2130,2400,2,1,0,0.0,0
7642,control,z4032,tile_y1792_x2240,4095,2160,2400,2,1,0,0.0,0
7911,flagged,z4032,tile_y2240_x1792,4069,2501,2226,1,1,1,0.4911,5090327
7911,control,z4032,tile_y2240_x1792,4069,2531,2226,1,1,0,0.0,0
8761,flagged,z4928,tile_y1344_x896,4996,1790,1144,2,1,0,0.0,0
8761,control,z4928,tile_y1344_x896,4996,1820,1144,2,1,0,0.0,0
8762,flagged,z4928,tile_y1344_x896,4998,1707,1028,2,1,1,0.0688,523251
8762,control,z4928,tile_y1344_x896,4998,1737,1028,2,1,0,0.0,0
8763,flagged,z4928,tile_y1344_x896,5000,1700,1068,2,1,0,0.0,0
8763,control,z4928,tile_y1344_x896,5000,1730,1068,2,1,0,0.0,0
8764,flagged,z4928,tile_y1344_x896,5001,1572,1277,2,1,0,0.0,0
8764,control,z4928,tile_y1344_x896,5001,1602,1277,2,1,0,0.0,0
8765,flagged,z4928,tile_y1344_x896,5003,1584,1287,2,1,0,0.0,0
8765,control,z4928,tile_y1344_x896,5003,1614,1287,2,1,0,0.0,0
8767,flagged,z4928,tile_y1344_x896,5012,1617,1076,2,1,1,0.0688,523251
8767,control,z4928,tile_y1344_x896,5012,1647,1076,2,1,1,0.0688,523251
8768,flagged,z4928,tile_y1344_x896,5014,1706,1034,2,1,1,0.0688,523251
8768,control,z4928,tile_y1344_x896,5014,1736,1034,2,1,0,0.0,0
8770,flagged,z4928,tile_y1344_x896,5020,1675,1031,2,1,1,0.0688,523251
8770,control,z4928,tile_y1344_x896,5020,1705,1031,2,1,1,0.0688,523251
8771,flagged,z4928,tile_y1344_x896,5020,1711,1075,2,1,0,0.0,0
8771,control,z4928,tile_y1344_x896,5020,1741,1075,2,1,0,0.0,0
8772,flagged,z4928,tile_y1344_x896,5022,1733,1036,2,1,1,0.0688,523251
8772,control,z4928,tile_y1344_x896,5022,1763,1036,2,1,0,0.0,0
8773,flagged,z4928,tile_y1344_x896,5026,1622,1060,2,1,0,0.0,0
8773,control,z4928,tile_y1344_x896,5026,1652,1060,2,1,0,0.0,0
8774,flagged,z4928,tile_y1344_x896,5026,1731,1045,2,1,1,0.0688,523251
8774,control,z4928,tile_y1344_x896,5026,1761,1045,2,1,0,0.0,0
8776,flagged,z4928,tile_y1344_x896,5035,1656,1108,2,1,1,0.0688,523251
8776,control,z4928,tile_y1344_x896,5035,1686,1108,2,1,1,0.0688,523251
8777,flagged,z4928,tile_y1344_x896,5036,1677,1113,2,1,1,0.0688,523251
8777,control,z4928,tile_y1344_x896,5036,1707,1113,2,1,0,0.0,0
8778,flagged,z4928,tile_y1344_x896,5039,1637,1090,2,1,0,0.0,0
8778,control,z4928,tile_y1344_x896,5039,1667,1090,2,1,0,0.0,0
8779,flagged,z4928,tile_y1344_x896,5039,1656,1138,2,1,1,0.0688,523251
8779,control,z4928,tile_y1344_x896,5039,1686,1138,2,1,0,0.0,0
8781,flagged,z4928,tile_y1344_x896,5045,1766,1027,2,1,1,0.0688,523251
8781,control,z4928,tile_y1344_x896,5045,1796,1027,2,1,0,0.0,0
8783,flagged,z4928,tile_y1344_x896,5055,1732,1068,2,1,1,0.0688,523251
8783,control,z4928,tile_y1344_x896,5055,1762,1068,2,1,0,0.0,0
8784,flagged,z4928,tile_y1344_x896,5059,1641,1109,2,1,1,0.0688,523251
8784,control,z4928,tile_y1344_x896,5059,1671,1109,2,1,1,0.0688,523251
8785,flagged,z4928,tile_y1344_x896,5061,1788,1057,2,1,0,0.0,0
8785,control,z4928,tile_y1344_x896,5061,1818,1057,2,1,0,0.0,0
8786,flagged,z4928,tile_y1344_x896,5063,1699,1107,2,1,1,0.0688,523251
8786,control,z4928,tile_y1344_x896,5063,1729,1107,2,1,0,0.0,0
8787,flagged,z4928,tile_y1344_x896,5067,1679,1050,2,1,0,0.0,0
8787,control,z4928,tile_y1344_x896,5067,1709,1050,2,1,1,0.0688,523251
8788,flagged,z4928,tile_y1344_x896,5076,1662,1113,2,1,1,0.0688,523251
8788,control,z4928,tile_y1344_x896,5076,1692,1113,2,1,0,0.0,0
8790,flagged,z4928,tile_y1344_x896,5080,1722,1094,2,1,1,0.0688,523251
8790,control,z4928,tile_y1344_x896,5080,1752,1094,2,1,0,0.0,0
8791,flagged,z4928,tile_y1344_x896,5081,1560,1143,2,1,0,0.0,0
8791,control,z4928,tile_y1344_x896,5081,1590,1143,2,1,0,0.0,0
8792,flagged,z4928,tile_y1344_x896,5081,1739,1046,2,1,0,0.0,0
8792,control,z4928,tile_y1344_x896,5081,1769,1046,2,1,0,0.0,0
8793,flagged,z4928,tile_y1344_x896,5081,1809,1031,1,1,0,0.0,0
8793,control,z4928,tile_y1344_x896,5081,1839,1031,1,1,0,0.0,0
8795,flagged,z4928,tile_y1344_x896,5089,1713,1346,2,1,0,0.0,0
8795,control,z4928,tile_y1344_x896,5089,1743,1346,2,1,0,0.0,0
8796,flagged,z4928,tile_y1344_x896,5091,1668,1100,2,1,1,0.0688,523251
8796,control,z4928,tile_y1344_x896,5091,1698,1100,2,1,1,0.0688,523251
8797,flagged,z4928,tile_y1344_x896,5093,1817,1081,2,1,0,0.0,0
8797,control,z4928,tile_y1344_x896,5093,1847,1081,2,1,0,0.0,0
8799,flagged,z4928,tile_y1344_x896,5102,1650,1130,2,1,1,0.0688,523251
8799,control,z4928,tile_y1344_x896,5102,1680,1130,2,1,0,0.0,0
8800,flagged,z4928,tile_y1344_x896,5102,1797,1040,2,1,0,0.0,0
8800,control,z4928,tile_y1344_x896,5102,1827,1040,2,1,0,0.0,0
8801,flagged,z4928,tile_y1344_x896,5103,1734,1055,2,1,0,0.0,0
8801,control,z4928,tile_y1344_x896,5103,1764,1055,2,1,0,0.0,0
8802,flagged,z4928,tile_y1344_x896,5110,1743,1101,2,1,1,0.0688,523251
8802,control,z4928,tile_y1344_x896,5110,1773,1101,2,1,1,0.0688,523251
8804,flagged,z4928,tile_y1344_x896,5117,1559,1287,2,1,0,0.0,0
8804,control,z4928,tile_y1344_x896,5117,1589,1287,2,1,0,0.0,0
8805,flagged,z4928,tile_y1344_x896,5117,1689,1096,2,1,1,0.0688,523251
8805,control,z4928,tile_y1344_x896,5117,1719,1096,2,1,0,0.0,0
8818,flagged,z4928,tile_y1792_x1344,5086,2016,1451,1,1,0,0.0,0
8818,control,z4928,tile_y1792_x1344,5086,2046,1451,1,1,0,0.0,0
8845,flagged,z4928,tile_y1792_x896,5079,1878,1142,1,1,1,0.0468,356232
8845,control,z4928,tile_y1792_x896,5079,1908,1142,1,1,0,0.0,0
6405,flagged,z3584,tile_y1344_x1792,3618,1737,2246,2,1,0,0.0,0
6405,control,z3584,tile_y1344_x1792,3618,1767,2246,2,1,1,0.6123,6194477
6406,flagged,z3584,tile_y1344_x1792,3624,1746,2145,2,1,1,0.6123,6194477
6406,control,z3584,tile_y1344_x1792,3624,1776,2145,2,1,0,0.0,0
6416,flagged,z3584,tile_y1344_x1792,3638,1573,2153,2,1,0,0.0,0
6416,control,z3584,tile_y1344_x1792,3638,1603,2153,2,1,0,0.0,0
6417,flagged,z3584,tile_y1344_x1792,3639,1733,2069,2,1,0,0.0,0
6417,control,z3584,tile_y1344_x1792,3639,1763,2069,2,1,0,0.0,0
6421,flagged,z3584,tile_y1344_x1792,3647,1618,2160,2,1,0,0.0,0
6421,control,z3584,tile_y1344_x1792,3647,1648,2160,2,1,0,0.0,0
6423,flagged,z3584,tile_y1344_x1792,3650,1683,2187,2,1,1,0.6123,6194477
6423,control,z3584,tile_y1344_x1792,3650,1713,2187,2,1,0,0.0,0
6424,flagged,z3584,tile_y1344_x1792,3653,1725,2145,2,1,1,0.6123,6194477
6424,control,z3584,tile_y1344_x1792,3653,1755,2145,2,1,1,0.6123,6194477
6431,flagged,z3584,tile_y1344_x1792,3669,1774,2063,2,1,0,0.0,0
6431,control,z3584,tile_y1344_x1792,3669,1804,2063,2,1,0,0.0,0
6434,flagged,z3584,tile_y1344_x1792,3676,1600,2078,2,1,0,0.0,0
6434,control,z3584,tile_y1344_x1792,3676,1630,2078,2,1,1,0.0429,433933
6437,flagged,z3584,tile_y1344_x1792,3685,1714,2209,2,1,1,0.6123,6194477
6437,control,z3584,tile_y1344_x1792,3685,1744,2209,2,1,0,0.0,0
6440,flagged,z3584,tile_y1344_x1792,3687,1768,2254,2,1,1,0.6123,6194477
6440,control,z3584,tile_y1344_x1792,3687,1798,2254,2,1,0,0.0,0
6442,flagged,z3584,tile_y1344_x1792,3693,1609,2258,2,1,1,0.6123,6194477
6442,control,z3584,tile_y1344_x1792,3693,1639,2258,2,1,1,0.6123,6194477
6443,flagged,z3584,tile_y1344_x1792,3693,1636,2251,2,1,1,0.6123,6194477
6443,control,z3584,tile_y1344_x1792,3693,1666,2251,2,1,0,0.0,0
6444,flagged,z3584,tile_y1344_x1792,3693,1740,2250,2,1,0,0.0,0
6444,control,z3584,tile_y1344_x1792,3693,1770,2250,2,1,0,0.0,0
6447,flagged,z3584,tile_y1344_x1792,3701,1813,2185,2,1,1,0.6123,6194477
6447,control,z3584,tile_y1344_x1792,3701,1843,2185,2,1,0,0.0,0
6559,flagged,z3584,tile_y1792_x1792,3624,1927,2184,2,1,1,0.6123,6194477
6559,control,z3584,tile_y1792_x1792,3624,1957,2184,2,1,0,0.0,0
6563,flagged,z3584,tile_y1792_x1792,3634,1836,2083,2,1,1,0.6123,6194477
6563,control,z3584,tile_y1792_x1792,3634,1866,2083,2,1,0,0.0,0
6564,flagged,z3584,tile_y1792_x1792,3634,1847,2220,2,1,1,0.6123,6194477
6564,control,z3584,tile_y1792_x1792,3634,1877,2220,2,1,1,0.6123,6194477
6568,flagged,z3584,tile_y1792_x1792,3645,1916,2211,2,1,1,0.6123,6194477
6568,control,z3584,tile_y1792_x1792,3645,1946,2211,2,1,1,0.6123,6194477
6572,flagged,z3584,tile_y1792_x1792,3649,1910,2163,2,1,1,0.6123,6194477
6572,control,z3584,tile_y1792_x1792,3649,1940,2163,2,1,0,0.0,0
6575,flagged,z3584,tile_y1792_x1792,3654,1872,2232,2,1,1,0.6123,6194477
6575,control,z3584,tile_y1792_x1792,3654,1902,2232,2,1,1,0.6123,6194477
6577,flagged,z3584,tile_y1792_x1792,3658,1899,2180,2,1,1,0.6123,6194477
6577,control,z3584,tile_y1792_x1792,3658,1929,2180,2,1,0,0.0,0
6579,flagged,z3584,tile_y1792_x1792,3661,1986,2161,2,1,0,0.0,0
6579,control,z3584,tile_y1792_x1792,3661,2016,2161,2,1,0,0.0,0
6580,flagged,z3584,tile_y1792_x1792,3661,2035,2195,2,1,1,0.6123,6194477
6580,control,z3584,tile_y1792_x1792,3661,2065,2195,2,0,0,0.0,0
6581,flagged,z3584,tile_y1792_x1792,3662,1952,2152,2,1,1,0.6123,6194477
6581,control,z3584,tile_y1792_x1792,3662,1982,2152,2,1,0,0.0,0
6582,flagged,z3584,tile_y1792_x1792,3662,1986,2147,2,1,1,0.6123,6194477
6582,control,z3584,tile_y1792_x1792,3662,2016,2147,2,1,0,0.0,0
6583,flagged,z3584,tile_y1792_x1792,3664,1893,2115,2,1,1,0.6123,6194477
6583,control,z3584,tile_y1792_x1792,3664,1923,2115,2,1,1,0.6123,6194477
6585,flagged,z3584,tile_y1792_x1792,3666,1906,2171,2,1,1,0.6123,6194477
6585,control,z3584,tile_y1792_x1792,3666,1936,2171,2,1,0,0.0,0
6586,flagged,z3584,tile_y1792_x1792,3667,2005,2057,2,1,1,0.6123,6194477
6586,control,z3584,tile_y1792_x1792,3667,2035,2057,2,1,0,0.0,0
6590,flagged,z3584,tile_y1792_x1792,3681,2024,2246,2,1,0,0.0,0
6590,control,z3584,tile_y1792_x1792,3681,2054,2246,2,0,0,0.0,0
6597,flagged,z3584,tile_y1792_x1792,3692,1853,2262,2,1,1,0.6123,6194477
6597,control,z3584,tile_y1792_x1792,3692,1883,2262,2,1,0,0.0,0
6598,flagged,z3584,tile_y1792_x1792,3693,2019,2102,2,1,1,0.6123,6194477
6598,control,z3584,tile_y1792_x1792,3693,2049,2102,2,0,0,0.0,0
6599,flagged,z3584,tile_y1792_x1792,3699,1981,2105,1,1,0,0.0,0
6599,control,z3584,tile_y1792_x1792,3699,2011,2105,1,1,0,0.0,0
6600,flagged,z3584,tile_y1792_x1792,3700,1872,2107,1,1,1,0.6123,6194477
