slab,tile,gz,gy,gx,lz,ly,lx,orig_id,assigned_A,assigned_B,thickness_ratio,confidence,tier,decision,scorable,predicted_agreement,mass_context
z10528,tile_y1792_x448,10590,1888,821,62,96,373,1907,1917,1282,2.0,0.454,3,SPLIT,1,0.8944,1.0279
z10528,tile_y1792_x448,10590,2044,627,62,252,179,1820,1875,1929,3.77,0.502,3,SPLIT,1,0.8682,1.0735
z10528,tile_y1792_x448,10593,2226,856,65,434,408,1832,1877,1726,1.77,0.391,3,SPLIT,1,0.7919,0.9752
z10528,tile_y1792_x448,10595,2090,761,67,298,313,121,396,1994,1.69,0.19,3,SPLIT,1,0.8279,1.0074
z10528,tile_y1792_x448,10596,1978,532,68,186,84,1671,1300,3548,2.08,0.569,3,SPLIT,1,0.9359,1.1084
z10528,tile_y1792_x448,10599,2220,811,71,428,363,2045,319,1847,1.85,0.217,3,SPLIT,0,,
z10528,tile_y1792_x448,10617,2004,584,89,212,136,2129,2102,1928,2.08,0.595,3,SPLIT,1,0.8235,1.0062
z10528,tile_y1792_x448,10621,2249,915,93,457,467,2158,1869,2226,2.31,0.424,3,SPLIT,1,0.1475,0.7625
z10528,tile_y1792_x448,10625,1920,624,97,128,176,2167,3548,2166,1.62,0.656,3,SPLIT,1,0.9157,1.0439
z10528,tile_y1792_x448,10627,2004,721,99,212,273,2255,2306,2202,2.08,0.439,3,SPLIT,1,0.9002,1.0636
z10528,tile_y1792_x448,10631,2081,797,103,289,349,2257,2156,2130,1.69,0.431,3,SPLIT,1,0.692,0.9671
z10528,tile_y1792_x448,10634,1843,761,106,51,313,2135,2287,1987,1.69,0.231,3,SPLIT,1,0.3626,0.8767
z10528,tile_y1792_x448,10635,2212,641,107,420,193,148,507,481,1.62,0.142,3,SPLIT,1,0.0568,0.7944
z10528,tile_y1792_x448,10637,1972,696,109,180,248,2373,2345,2185,1.92,0.566,3,SPLIT,1,0.8993,1.0742
z10528,tile_y1792_x448,10641,1953,577,113,161,129,2422,2411,2380,1.62,0.411,3,SPLIT,1,0.6871,0.958
z10528,tile_y1792_x448,10644,2002,666,116,210,218,2347,2453,2277,1.62,0.397,3,SPLIT,1,0.939,1.1752
z10528,tile_y1792_x448,10652,2113,814,124,321,366,2457,2595,2246,2.31,0.447,3,SPLIT,1,0.8797,0.9865
z10528,tile_y1792_x448,10661,2151,917,133,359,469,2525,2644,2311,1.77,0.457,3,SPLIT,1,0.9165,1.0879
z10528,tile_y1792_x448,10662,1934,746,134,142,298,2618,2678,2707,2.62,0.396,3,SPLIT,1,0.8234,1.0649
z10528,tile_y1792_x448,10664,1950,775,136,158,327,2652,2848,2739,2.23,0.408,3,SPLIT,1,0.8098,0.9718
z10528,tile_y1792_x448,10666,1846,675,138,54,227,2605,2779,2748,1.77,0.295,3,SPLIT,1,0.798,1.1077
z10528,tile_y1792_x448,10671,1888,601,143,96,153,2817,2677,2515,2.15,0.355,3,SPLIT,1,0.9589,1.2072
z10528,tile_y1792_x448,10677,2258,913,149,466,465,2862,2768,3175,1.69,0.61,3,SPLIT,1,0.9284,1.1088
z10528,tile_y1792_x448,10678,1884,549,150,92,101,2817,775,2533,2.08,0.45,3,SPLIT,1,0.9291,1.14
z10528,tile_y1792_x448,10681,2264,763,153,472,315,2982,717,3224,2.46,0.393,3,SPLIT,1,0.8696,1.0787
z10528,tile_y1792_x448,10696,2045,584,168,253,136,2906,2786,3548,2.0,0.476,3,SPLIT,1,0.821,0.9878
z10528,tile_y1792_x448,10702,2068,845,174,276,397,3104,2840,2977,2.0,0.385,3,SPLIT,1,0.6919,0.9402
z10528,tile_y1792_x448,10702,2108,879,174,316,431,3134,2908,3306,2.0,0.382,3,SPLIT,1,0.8895,1.059
z10528,tile_y1792_x448,10704,2058,666,176,266,218,812,922,632,2.23,0.182,3,SPLIT,1,0.3569,0.896
z10528,tile_y1792_x448,10707,2155,907,179,363,459,3045,3169,3331,1.92,0.46,3,SPLIT,1,0.9213,1.0979
z10528,tile_y1792_x448,10712,2102,811,184,310,363,3231,3067,3329,2.31,0.328,3,SPLIT,1,0.8302,0.9856
z10528,tile_y1792_x448,10714,1952,659,186,160,211,3216,3075,3671,2.0,0.606,3,SPLIT,1,0.7548,0.9234
z10528,tile_y1792_x448,10719,1953,838,191,161,390,3344,3215,3361,2.15,0.393,3,SPLIT,1,0.9604,1.277
z10528,tile_y1792_x448,10721,2177,862,193,385,414,3333,3286,3106,2.0,0.326,3,SPLIT,1,0.9282,1.1402
z10528,tile_y1792_x448,10728,1840,546,200,48,98,3819,2984,3190,2.69,0.19,3,SPLIT,1,0.8743,1.1495
z10528,tile_y1792_x448,10742,1962,755,214,170,307,3587,3600,3635,2.0,0.575,3,SPLIT,1,0.8866,1.0335
z10528,tile_y1792_x448,10744,2135,908,216,343,460,3662,3618,3480,2.23,0.336,3,SPLIT,1,0.9207,1.2714
z10528,tile_y1792_x448,10747,2001,783,219,209,335,3514,3467,3419,2.31,0.6,3,SPLIT,1,0.9611,1.2856
z10528,tile_y1792_x448,10750,1842,657,222,50,209,3759,3762,3746,1.77,0.276,3,SPLIT,1,0.9201,1.1775
z10528,tile_y1792_x896,10564,2220,1235,36,428,339,159,362,539,1.64,0.28,3,SPLIT,1,0.4459,0.9309
z10528,tile_y1792_x896,10565,2149,1110,37,357,214,134,352,200,2.27,0.203,3,SPLIT,1,0.3376,0.8887
z10528,tile_y1792_x896,10570,1911,1091,42,119,195,43,509,411,2.36,0.451,3,SPLIT,1,0.5546,0.9074
z10528,tile_y1792_x896,10573,1926,1324,45,134,428,2012,2013,1933,1.64,0.386,3,SPLIT,0,,
z10528,tile_y1792_x896,10577,2046,1256,49,254,360,259,613,369,1.73,0.706,3,SPLIT,1,0.2595,0.768
z10528,tile_y1792_x896,10579,2216,1119,51,424,223,494,595,527,1.73,0.15,3,SPLIT,1,0.066,0.7583
z10528,tile_y1792_x896,10581,2190,1303,53,398,407,593,655,547,2.27,0.437,3,SPLIT,1,0.224,0.8446
z10528,tile_y1792_x896,10583,2013,1122,55,221,226,603,518,405,1.91,0.392,3,SPLIT,0,,
z10528,tile_y1792_x896,10584,1987,1342,56,195,446,523,534,651,1.64,0.319,3,SPLIT,1,0.1953,0.813
z10528,tile_y1792_x896,10586,2053,1144,58,261,248,405,854,574,2.18,0.232,3,SPLIT,1,0.2727,0.877
z10528,tile_y1792_x896,10591,2139,1093,63,347,197,134,906,511,1.91,0.691,3,SPLIT,0,,
z10528,tile_y1792_x896,10604,1869,1114,76,77,218,2432,2061,674,2.82,0.118,3,SPLIT,1,0.7778,1.0246
z10528,tile_y1792_x896,10612,2194,1260,84,402,364,718,137,766,2.36,0.125,3,SPLIT,1,0.2043,0.8937
z10528,tile_y1792_x896,10613,2174,1338,85,382,442,731,923,306,1.64,0.187,3,SPLIT,1,0.1038,0.8188
z10528,tile_y1792_x896,10624,2195,1280,96,403,384,718,889,972,2.64,0.177,3,SPLIT,1,0.1895,0.8691
z10528,tile_y1792_x896,10626,1825,1342,98,33,446,853,638,803,2.09,0.357,3,SPLIT,0,,
z10528,tile_y1792_x896,10633,1904,1144,105,112,248,2217,2432,2189,1.73,0.235,3,SPLIT,0,,
z10528,tile_y1792_x896,10633,2030,1082,105,238,186,911,704,1010,1.64,0.218,3,SPLIT,1,0.4433,0.8687
z10528,tile_y1792_x896,10634,1957,1321,106,165,425,903,751,949,2.45,0.181,3,SPLIT,1,0.11,0.7729
z10528,tile_y1792_x896,10636,1900,1052,108,108,156,2432,2572,2261,1.64,0.257,3,SPLIT,1,0.3749,0.9
z10528,tile_y1792_x896,10639,1894,1355,111,102,459,2180,2720,2159,2.36,0.366,3,SPLIT,1,0.8567,0.9949
z10528,tile_y1792_x896,10643,1840,1356,115,48,460,803,1062,890,2.36,0.284,3,SPLIT,1,0.1195,0.7801
z10528,tile_y1792_x896,10649,2146,1002,121,354,106,2792,2375,2308,1.91,0.313,3,SPLIT,1,0.4222,0.9111
z10528,tile_y1792_x896,10653,1844,1288,125,52,392,638,1070,959,2.64,0.163,3,SPLIT,1,0.3581,0.9338
z10528,tile_y1792_x896,10656,1996,1077,128,204,181,2559,2465,2407,2.36,0.541,3,SPLIT,1,0.9438,1.1619
z10528,tile_y1792_x896,10664,2077,1038,136,285,142,1156,2511,1307,2.27,0.207,3,SPLIT,1,0.1159,0.7731
z10528,tile_y1792_x896,10666,1899,991,138,107,95,2372,2706,2473,1.64,0.318,3,SPLIT,1,0.2952,0.8748
z10528,tile_y1792_x896,10666,2148,945,138,356,49,2257,2368,1245,2.64,0.209,3,SPLIT,1,0.8419,1.0648
z10528,tile_y1792_x896,10668,2169,1238,140,377,342,1383,2773,1215,3.09,0.42,3,SPLIT,0,,
z10528,tile_y1792_x896,10672,1889,1055,144,97,159,2572,2644,2615,2.64,0.32,3,SPLIT,1,0.907,1.1254
z10528,tile_y1792_x896,10675,1890,1324,147,98,428,2617,2616,2720,1.73,0.477,3,SPLIT,1,0.8653,0.9679
z10528,tile_y1792_x896,10675,2165,1096,147,373,200,2562,2536,2674,1.91,0.337,3,SPLIT,1,0.4059,0.887
z10528,tile_y1792_x896,10676,1894,1027,148,102,131,2644,2601,2626,2.36,0.355,3,SPLIT,1,0.7407,1.1113
z10528,tile_y1792_x896,10677,2048,1075,149,256,179,2543,2645,2566,1.73,0.379,3,SPLIT,1,0.8797,1.0381
z10528,tile_y1792_x896,10679,1912,1079,151,120,183,2626,2526,2572,2.64,0.314,3,SPLIT,1,0.8567,1.0264
z10528,tile_y1792_x896,10681,2029,1090,153,237,194,2543,2645,2559,2.45,0.374,3,SPLIT,1,0.9117,1.1669
z10528,tile_y1792_x896,10698,1928,1371,170,136,475,1369,1468,1337,4.09,0.16,3,SPLIT,1,0.2635,0.8895
z10528,tile_y1792_x896,10698,2189,1045,170,397,149,2759,2774,2923,2.36,0.451,3,SPLIT,0,,
z10528,tile_y1792_x896,10699,2241,1232,171,449,336,2829,2752,2976,2.18,0.509,3,SPLIT,1,0.7491,0.9461
z10528,tile_y1792_x896,10701,1952,993,173,160,97,2770,2771,2735,2.45,0.445,3,SPLIT,1,0.8855,1.1115
z10528,tile_y1792_x896,10701,2175,1340,173,383,444,923,1363,2843,2.64,0.125,3,SPLIT,1,0.5958,1.0387
z10528,tile_y1792_x896,10706,2038,982,178,246,86,2906,3052,2935,2.64,0.359,3,SPLIT,1,0.8624,1.0512
z10528,tile_y1792_x896,10709,2144,989,181,352,93,3098,3332,3087,2.64,0.379,3,SPLIT,1,0.8717,1.0562
z10528,tile_y1792_x896,10712,2077,1275,184,285,379,1176,1380,1373,2.45,0.11,3,SPLIT,0,,
z10528,tile_y1792_x896,10712,2093,1374,184,301,478,1176,1486,1515,2.27,0.125,3,SPLIT,1,0.1542,0.883
z10528,tile_y1792_x896,10713,1888,1265,185,96,369,3033,2624,1193,2.27,0.373,3,SPLIT,0,,
z10528,tile_y1792_x896,10714,2220,1113,186,428,217,2914,3091,3465,2.27,0.667,3,SPLIT,1,0.9475,1.1794
z10528,tile_y1792_x896,10715,1904,1002,187,112,106,2905,2880,2706,2.09,0.451,3,SPLIT,1,0.8,0.9834
z10528,tile_y1792_x896,10722,1834,977,194,42,81,3208,3082,2969,1.91,0.496,3,SPLIT,1,0.842,1.0231
z10528,tile_y1792_x896,10726,2138,1173,198,346,277,1577,3172,3269,2.64,0.628,3,SPLIT,0,,
z10528,tile_y1792_x896,10733,2022,997,205,230,101,3570,3515,3383,2.18,0.551,3,SPLIT,1,0.9159,1.0846
z10528,tile_y1792_x896,10735,1958,1011,207,166,115,3235,3472,3194,2.55,0.438,3,SPLIT,1,0.9605,1.2179
z10528,tile_y1792_x896,10738,2015,1353,210,223,457,1630,1176,1688,1.82,0.695,3,SPLIT,1,0.7482,0.9561
z10528,tile_y1792_x896,10739,2042,1213,211,250,317,1627,3392,1176,2.18,0.262,3,SPLIT,0,,
z10528,tile_y1792_x896,10741,2153,1140,213,361,244,3411,3131,1696,3.91,0.327,3,SPLIT,1,0.6549,1.0644
z10528,tile_y1792_x896,10743,2159,953,215,367,57,3573,3493,3332,2.36,0.491,3,SPLIT,1,0.9659,1.2507
z10528,tile_y1792_x896,10743,2203,963,215,411,67,3158,3497,3284,4.0,0.391,3,SPLIT,1,0.9504,1.2577
z10528,tile_y1792_x896,10743,2203,1155,215,411,259,3760,3576,3482,2.36,0.5,3,SPLIT,1,0.8582,1.046
z10528,tile_y1792_x896,10744,2044,1024,216,252,128,3383,3424,3804,1.91,0.28,3,SPLIT,1,0.8441,1.058
z10528,tile_y1792_x896,10746,2163,1164,218,371,268,3238,3538,3401,2.0,0.312,3,SPLIT,1,0.8817,1.0817
z10528,tile_y1792_x896,10747,2184,979,219,392,83,3494,3284,3785,2.36,0.585,3,SPLIT,1,0.9634,1.3355
z10528,tile_y1792_x896,10751,1906,1012,223,114,116,3897,3470,3583,4.45,0.472,3,SPLIT,1,0.925,1.1736
z10528,tile_y1792_x896,10751,1977,1092,223,185,196,3512,3700,3265,1.82,0.343,3,SPLIT,1,0.8143,0.9652
z10528,tile_y1792_x896,10751,2262,1311,223,470,415,3205,3416,3565,2.55,0.532,3,SPLIT,1,0.9634,1.1667
z10528,tile_y2240_x1344,10561,2440,1801,33,200,457,155,1058,1301,1.93,0.273,3,SPLIT,1,0.2595,0.8649
z10528,tile_y2240_x1344,10565,2327,1545,37,87,201,1101,1203,991,1.86,0.484,3,SPLIT,1,0.7692,0.9492
z10528,tile_y2240_x1344,10567,2466,1665,39,226,321,1400,1192,1242,1.86,0.323,3,SPLIT,1,0.9524,1.2782
z10528,tile_y2240_x1344,10569,2310,1669,41,70,325,1136,1272,1012,2.07,0.301,3,SPLIT,1,0.3882,0.9086
z10528,tile_y2240_x1344,10572,2445,1637,44,205,293,1221,1192,1400,1.86,0.516,3,SPLIT,0,,
z10528,tile_y2240_x1344,10580,2316,1474,52,76,130,1296,1019,1371,1.86,0.341,3,SPLIT,1,0.7574,0.9582
z10528,tile_y2240_x1344,10582,2276,1533,54,36,189,1303,1333,1414,2.14,0.563,3,SPLIT,1,0.8857,1.0086
z10528,tile_y2240_x1344,10583,2333,1395,55,93,51,1348,1335,1311,1.86,0.528,3,SPLIT,1,0.8725,1.0242
z10528,tile_y2240_x1344,10585,2477,1775,57,237,431,1331,1332,1233,1.64,0.444,3,SPLIT,1,0.8685,1.0275
z10528,tile_y2240_x1344,10586,2473,1728,58,233,384,1234,1332,1324,1.86,0.528,3,SPLIT,0,,
z10528,tile_y2240_x1344,10588,2443,1427,60,203,83,1365,1008,1269,1.93,0.344,3,SPLIT,1,0.852,1.0117
z10528,tile_y2240_x1344,10594,2445,1770,66,205,426,1380,1328,1431,2.29,0.441,3,SPLIT,1,0.9011,1.0639
z10528,tile_y2240_x1344,10596,2342,1480,68,102,136,1406,1293,1399,2.21,0.155,3,SPLIT,1,0.3196,0.9496
z10528,tile_y2240_x1344,10604,2311,1794,76,71,450,1426,1458,1387,1.79,0.184,3,SPLIT,1,0.9046,1.1611
z10528,tile_y2240_x1344,10604,2423,1712,76,183,368,1487,286,1361,1.79,0.295,3,SPLIT,1,0.7941,0.9964
z10528,tile_y2240_x1344,10631,2317,1594,103,77,250,1579,1611,334,2.0,0.212,3,SPLIT,1,0.1725,0.8488
z10528,tile_y2240_x1344,10637,2421,1628,109,181,284,1540,1566,1884,3.5,0.362,3,SPLIT,1,0.9277,1.1359
z10528,tile_y2240_x1344,10642,2340,1661,114,100,317,1554,1688,1650,1.64,0.462,3,SPLIT,1,0.8535,0.971
z10528,tile_y2240_x1344,10644,2304,1409,116,64,65,367,478,387,2.71,0.187,3,SPLIT,1,0.1484,0.8406
z10528,tile_y2240_x1344,10652,2379,1660,124,139,316,1677,1554,1798,2.64,0.421,3,SPLIT,1,0.9191,1.1057
z10528,tile_y2240_x1344,10652,2430,1660,124,190,316,1884,1700,1729,1.86,0.24,3,SPLIT,1,0.9488,1.3034
z10528,tile_y2240_x1344,10663,2316,1566,135,76,222,1766,1873,1896,2.21,0.241,3,SPLIT,1,0.8978,1.0808
z10528,tile_y2240_x1344,10668,2420,1707,140,180,363,1751,1884,1837,2.14,0.441,3,SPLIT,1,0.9686,1.5302
z10528,tile_y2240_x1344,10673,2417,1743,145,177,399,1884,2039,1818,1.93,0.44,3,SPLIT,1,0.9444,1.3739
z10528,tile_y2240_x1344,10675,2383,1802,147,143,458,1884,1850,1942,1.86,0.169,3,SPLIT,1,0.834,1.0714
z10528,tile_y2240_x1344,10677,2328,1488,149,88,144,1909,1965,1971,2.43,0.42,3,SPLIT,1,0.9503,1.2557
z10528,tile_y2240_x1344,10681,2278,1683,153,38,339,461,2048,2239,1.86,0.355,3,SPLIT,0,,
z10528,tile_y2240_x1344,10682,2412,1733,154,172,389,2039,1912,1884,2.14,0.4,3,SPLIT,1,0.9865,1.4153
z10528,tile_y2240_x1344,10683,2343,1536,155,103,192,1940,1898,1891,1.86,0.401,3,SPLIT,1,0.8881,1.0631
z10528,tile_y2240_x1344,10689,2491,1472,161,251,128,2029,557,2168,2.0,0.345,3,SPLIT,1,0.9232,1.3596
z10528,tile_y2240_x1344,10690,2328,1671,162,88,327,1814,1988,1997,1.86,0.308,3,SPLIT,1,0.8822,1.1367
z10528,tile_y2240_x1344,10692,2377,1447,164,137,103,2011,1976,2142,2.93,0.66,3,SPLIT,1,0.4228,0.9091
z10528,tile_y2240_x1344,10693,2285,1592,165,45,248,1984,2191,1995,2.21,0.197,3,SPLIT,1,0.8929,1.1125
z10528,tile_y2240_x1344,10697,2353,1544,169,113,200,622,1940,631,2.14,0.299,3,SPLIT,1,0.7093,1.0778
z10528,tile_y2240_x1344,10700,2384,1611,172,144,267,2155,2035,625,1.79,0.433,3,SPLIT,1,0.8787,1.0213
z10528,tile_y2240_x1344,10705,2354,1629,177,114,285,2218,2275,2327,1.86,0.43,3,SPLIT,1,0.929,1.1667
z10528,tile_y2240_x1344,10719,2318,1479,191,78,135,2289,2293,2230,1.71,0.366,3,SPLIT,1,0.9469,1.1898
z10528,tile_y2240_x1344,10727,2439,1806,199,199,462,2597,2540,2338,2.07,0.299,3,SPLIT,1,0.8013,0.9812
z10528,tile_y2240_x1344,10730,2380,1424,202,140,80,2449,2297,2336,2.07,0.184,3,SPLIT,1,0.8822,1.0936
z10528,tile_y2240_x1344,10732,2423,1749,204,183,405,2337,2597,2383,3.0,0.295,3,SPLIT,1,0.8711,1.1099
z10528,tile_y2240_x1344,10741,2404,1739,213,164,395,2597,2383,2538,1.93,0.303,3,SPLIT,1,0.849,1.0663
z10528,tile_y2240_x1344,10747,2421,1647,219,181,303,743,720,787,2.07,0.269,3,SPLIT,1,0.175,0.8851
z10528,tile_y2240_x1344,10750,2357,1533,222,117,189,2559,2582,2638,1.86,0.564,3,SPLIT,1,0.8603,1.0196
z10528,tile_y2240_x1344,10751,2310,1734,223,70,390,2495,2593,2589,2.93,0.213,3,SPLIT,1,0.8854,1.1292
z10528,tile_y2240_x1344,10751,2445,1798,223,205,454,2551,2482,2597,2.0,0.309,3,SPLIT,1,0.6953,0.96
z10528,tile_y2240_x1792,10578,2360,1999,50,120,207,873,796,880,2.31,0.402,3,SPLIT,1,0.1989,0.8508
z10528,tile_y2240_x1792,10580,2386,1923,52,146,131,926,896,875,2.08,0.448,3,SPLIT,1,0.2007,0.8301
z10528,tile_y2240_x1792,10596,2332,1892,68,92,100,965,198,912,1.85,0.284,3,SPLIT,1,0.6952,0.972
z10528,tile_y2240_x1792,10603,2337,2002,75,97,210,922,1029,1115,2.0,0.426,3,SPLIT,1,0.9166,1.064
z10528,tile_y2240_x1792,10606,2421,1830,78,181,38,996,972,1102,2.0,0.459,3,SPLIT,1,0.915,1.1185
z10528,tile_y2240_x1792,10608,2443,2218,80,203,426,30,276,256,2.23,0.103,3,SPLIT,1,0.1799,0.9735
z10528,tile_y2240_x1792,10609,2356,2076,81,116,284,1136,1090,1030,1.62,0.482,3,SPLIT,1,0.9054,1.013
z10528,tile_y2240_x1792,10609,2462,2138,81,222,346,31,143,283,1.85,0.312,3,SPLIT,1,0.706,0.9609
z10528,tile_y2240_x1792,10613,2423,1857,85,183,65,996,1054,1190,2.31,0.344,3,SPLIT,1,0.8628,1.1228
z10528,tile_y2240_x1792,10615,2369,2093,87,129,301,1136,1187,1031,2.46,0.45,3,SPLIT,1,0.8715,0.9945
z10528,tile_y2240_x1792,10622,2320,1845,94,80,53,1185,1071,1142,2.0,0.319,3,SPLIT,1,0.9098,1.1361
z10528,tile_y2240_x1792,10626,2285,1842,98,45,50,1184,1100,1142,2.0,0.52,3,SPLIT,1,0.9281,1.1594
z10528,tile_y2240_x1792,10626,2451,1881,98,211,89,1240,1039,1337,2.15,0.315,3,SPLIT,1,0.9047,1.1397
z10528,tile_y2240_x1792,10630,2386,1861,102,146,69,1289,982,1386,2.08,0.401,3,SPLIT,1,0.9001,1.1296
z10528,tile_y2240_x1792,10635,2461,1985,107,221,193,1202,1192,1193,1.62,0.371,3,SPLIT,1,0.7693,1.0319
z10528,tile_y2240_x1792,10637,2372,1953,109,132,161,341,1078,1403,2.08,0.195,3,SPLIT,1,0.8,1.0724
z10528,tile_y2240_x1792,10642,2437,1911,114,197,119,1191,1240,1369,2.31,0.636,3,SPLIT,1,0.9273,1.1371
z10528,tile_y2240_x1792,10653,2349,2189,125,109,397,1395,1312,1343,2.77,0.314,3,SPLIT,1,0.924,1.1371
z10528,tile_y2240_x1792,10655,2334,1916,127,94,124,402,424,409,1.69,0.341,3,SPLIT,1,0.1963,0.8064
z10528,tile_y2240_x1792,10659,2462,1971,131,222,179,1202,467,1469,1.62,0.597,3,SPLIT,1,0.9143,1.0234
z10528,tile_y2240_x1792,10665,2411,2090,137,171,298,1359,1405,1400,2.92,0.398,3,SPLIT,1,0.9645,1.3015
z10528,tile_y2240_x1792,10667,2357,2104,139,117,312,1488,1385,1564,2.23,0.429,3,SPLIT,1,0.9225,1.1372
z10528,tile_y2240_x1792,10669,2331,1961,141,91,169,1496,1626,1603,1.77,0.639,3,SPLIT,1,0.9422,1.1914
z10528,tile_y2240_x1792,10669,2384,2082,141,144,290,1622,1359,1505,1.69,0.349,3,SPLIT,1,0.9608,1.2979
z10528,tile_y2240_x1792,10673,2338,1954,145,98,162,1626,1352,1660,2.85,0.35,3,SPLIT,1,0.9472,1.2044
z10528,tile_y2240_x1792,10676,2348,1853,148,108,61,1470,1541,1606,1.92,0.589,3,SPLIT,1,0.6074,0.932
z10528,tile_y2240_x1792,10676,2370,2085,148,130,293,1564,1622,1634,2.23,0.597,3,SPLIT,1,0.9429,1.1397
z10528,tile_y2240_x1792,10678,2363,2020,150,123,228,1587,1596,1681,1.85,0.568,3,SPLIT,1,0.8626,1.0546
z10528,tile_y2240_x1792,10702,2406,2049,174,166,257,1762,1730,507,1.92,0.284,3,SPLIT,1,0.9421,1.2918
z10528,tile_y2240_x1792,10704,2306,2193,176,66,401,1547,1740,1842,2.54,0.402,3,SPLIT,1,0.8671,1.1621
z10528,tile_y2240_x1792,10709,2334,2073,181,94,281,527,548,523,1.77,0.101,3,SPLIT,0,,
z10528,tile_y2240_x1792,10711,2314,1827,183,74,35,2049,1717,1756,2.31,0.238,3,SPLIT,1,0.6357,1.0034
z10528,tile_y2240_x1792,10713,2300,2172,185,60,380,1842,577,1740,2.0,0.308,3,SPLIT,1,0.8875,1.0791
z10528,tile_y2240_x1792,10717,2348,1920,189,108,128,1819,1811,1868,2.15,0.384,3,SPLIT,1,0.5646,0.8873
z10528,tile_y2240_x1792,10719,2421,1879,191,181,87,1972,1895,1777,2.08,0.293,3,SPLIT,1,0.9553,1.2324
z10528,tile_y2240_x1792,10721,2418,1952,193,178,160,1972,1909,1872,3.77,0.278,3,SPLIT,1,0.9498,1.834
z10528,tile_y2240_x1792,10723,2316,1965,195,76,173,1831,571,1921,1.69,0.637,3,SPLIT,1,0.8333,0.8931
z10528,tile_y2240_x1792,10724,2279,2074,196,39,282,538,590,565,1.92,0.232,3,SPLIT,1,0.1975,0.866
z10528,tile_y2240_x1792,10726,2310,1909,198,70,117,534,545,1906,3.08,0.185,3,SPLIT,1,0.2612,0.8856
z10528,tile_y2240_x1792,10727,2335,1914,199,95,122,1868,1906,1819,3.23,0.428,3,SPLIT,1,0.3195,0.8541
z10528,tile_y2240_x1792,10727,2433,1925,199,193,133,1972,2134,1913,2.54,0.215,3,SPLIT,1,0.9429,1.7513
z10528,tile_y2240_x1792,10729,2327,1928,201,87,136,596,1906,1978,1.69,0.257,3,SPLIT,0,,
z10528,tile_y2240_x1792,10734,2282,1901,206,42,109,1873,1835,2010,1.77,0.27,3,SPLIT,1,0.599,0.9214
z10528,tile_y2240_x1792,10734,2417,1846,206,177,54,2049,1746,1938,1.77,0.342,3,SPLIT,1,0.9334,1.1767
z10528,tile_y2240_x1792,10744,2296,2267,216,56,475,1919,1934,1880,2.23,0.286,3,SPLIT,1,0.9539,1.2731
z10528,tile_y2240_x1792,10745,2320,1946,217,80,154,607,1959,571,2.0,0.225,3,SPLIT,0,,
z10528,tile_y2240_x1792,10751,2360,2121,223,120,329,2022,2138,2104,2.0,0.693,3,SPLIT,1,0.9014,1.1099
z10528,tile_y2240_x2240,10564,2328,2577,36,88,337,667,484,599,1.67,0.55,3,SPLIT,1,0.3609,0.847
z10528,tile_y2240_x2240,10569,2355,2573,41,115,333,500,499,588,2.33,0.296,3,SPLIT,1,0.1889,0.8527
z10528,tile_y2240_x2240,10574,2351,2553,46,111,313,29,146,465,1.67,0.332,3,SPLIT,0,,
z10528,tile_y2240_x2240,10576,2307,2491,48,67,251,117,136,106,1.67,0.108,3,SPLIT,0,,
z10528,tile_y2240_x2240,10580,2320,2456,52,80,216,112,145,156,3.11,0.298,3,SPLIT,1,0.1801,0.832
z10528,tile_y2240_x2240,10581,2337,2427,53,97,187,132,112,74,1.67,0.651,3,SPLIT,1,0.089,0.7598
z10528,tile_y2240_x2240,10582,2296,2587,54,56,347,667,484,608,3.11,0.549,3,SPLIT,1,0.9076,1.0922
z10528,tile_y2240_x2240,10582,2334,2472,54,94,232,145,112,136,3.56,0.292,3,SPLIT,1,0.0817,0.7773
z10528,tile_y2240_x2240,10586,2311,2571,58,71,331,667,484,606,2.89,0.647,3,SPLIT,0,,
z10528,tile_y2240_x2240,10586,2319,2510,58,79,270,113,258,106,1.67,0.112,3,SPLIT,1,0.0588,0.7515
z10528,tile_y2240_x2240,10586,2405,2545,58,165,305,187,213,38,3.0,0.373,3,SPLIT,0,,
z10528,tile_y2240_x2240,10592,2348,2578,64,108,338,588,629,500,2.89,0.429,3,SPLIT,1,0.7233,0.9798
z10528,tile_y2240_x2240,10597,2420,2290,69,180,50,572,626,674,3.33,0.293,3,SPLIT,1,0.632,1.0055
z10528,tile_y2240_x2240,10619,2274,2527,91,34,287,133,667,159,1.89,0.189,3,SPLIT,0,,
z10528,tile_y2240_x2240,10621,2380,2459,93,140,219,220,352,145,1.89,0.425,3,SPLIT,1,0.0971,0.7691
z10528,tile_y2240_x2240,10622,2281,2639,94,41,399,627,684,599,3.44,0.522,3,SPLIT,1,0.9373,1.3035
z10528,tile_y2240_x2240,10630,2413,2437,102,173,197,198,206,225,1.89,0.147,3,SPLIT,1,0.0978,0.8753
z10528,tile_y2240_x2240,10639,2418,2402,111,178,162,225,197,271,1.78,0.153,3,SPLIT,1,0.1925,0.9231
z10528,tile_y2240_x2240,10652,2291,2550,124,51,310,258,310,232,1.78,0.234,3,SPLIT,0,,
z10528,tile_y2240_x2240,10663,2275,2591,135,35,351,302,319,768,2.89,0.428,3,SPLIT,0,,
z10528,tile_y2240_x2240,10669,2301,2568,141,61,328,310,291,336,2.22,0.234,3,SPLIT,1,0.1413,0.8198
