slab,tile,gz,gy,gx,lz,ly,lx,orig_id,assigned_A,assigned_B,thickness_ratio,confidence,tier,decision
z1344,tile_y896_x896,1386,1236,998,42,340,102,33,221,50,3.29,0.237,2,SPLIT
z1344,tile_y896_x896,1387,1209,1332,43,313,436,439,256,304,2.43,0.335,2,SPLIT
z1344,tile_y896_x896,1391,1212,1017,47,316,121,211,212,342,3.86,0.582,2,SPLIT
z1344,tile_y896_x896,1398,1321,1209,54,425,313,295,337,188,3.71,0.382,2,SPLIT
z1344,tile_y896_x896,1399,1245,1349,55,349,453,1317,1342,1311,5.0,0.263,1,SPLIT
z1344,tile_y896_x896,1415,1289,1272,71,393,376,387,336,385,2.0,0.184,2,SPLIT
z1344,tile_y896_x896,1415,1360,1257,71,464,361,406,396,290,2.57,0.351,2,SPLIT
z1344,tile_y896_x896,1416,1241,1037,72,345,141,142,395,294,3.86,0.178,2,SPLIT
z1344,tile_y896_x896,1416,1280,991,72,384,95,391,505,380,2.86,0.124,2,SPLIT
z1344,tile_y896_x896,1419,1270,1138,75,374,242,434,348,417,3.71,0.473,2,SPLIT
z1344,tile_y896_x896,1421,1117,991,77,221,95,437,33,428,3.29,0.146,2,SPLIT
z1344,tile_y896_x896,1421,1273,1346,77,377,450,1455,1361,1381,3.71,0.281,2,SPLIT
z1344,tile_y896_x896,1425,1327,1336,81,431,440,1432,1297,1415,2.14,0.341,2,SPLIT
z1344,tile_y896_x896,1430,1372,1306,86,476,410,1478,1390,1409,4.43,0.361,2,SPLIT
z1344,tile_y896_x896,1435,1365,1124,91,469,228,170,464,507,3.0,0.233,2,SPLIT
z1344,tile_y896_x896,1439,1358,1148,95,462,252,507,338,605,4.86,0.265,2,SPLIT
z1344,tile_y896_x896,1447,1365,1272,103,469,376,1478,1391,1427,4.86,0.213,1,SPLIT
z1344,tile_y896_x896,1448,1369,1190,104,473,294,204,423,744,2.57,0.546,2,SPLIT
z1344,tile_y896_x896,1451,1067,1237,107,171,341,584,535,739,3.0,0.493,2,SPLIT
z1344,tile_y896_x896,1455,1290,1122,111,394,226,464,574,586,4.0,0.422,2,SPLIT
z1344,tile_y896_x896,1462,1321,1132,118,425,236,464,632,654,2.14,0.276,2,SPLIT
z1344,tile_y896_x896,1465,1227,1337,121,331,441,567,601,526,2.29,0.47,2,SPLIT
z1344,tile_y896_x896,1468,1145,1173,124,249,277,565,468,700,7.0,0.346,1,SPLIT
z1344,tile_y896_x896,1469,1259,1129,125,363,233,574,434,719,3.0,0.459,2,SPLIT
z1344,tile_y896_x896,1476,1173,1148,132,277,252,468,565,700,3.29,0.489,2,SPLIT
z1344,tile_y896_x896,1476,1212,1299,132,316,403,1503,1639,1464,3.57,0.303,2,SPLIT
z1344,tile_y896_x896,1476,1359,1132,132,463,236,605,712,620,5.29,0.171,2,SPLIT
z1344,tile_y896_x896,1477,1227,961,133,331,65,391,784,598,4.0,0.444,2,SPLIT
z1344,tile_y896_x896,1478,1324,1144,134,428,248,654,712,464,2.0,0.546,2,SPLIT
z1344,tile_y896_x896,1482,1332,1354,138,436,458,696,542,413,6.0,0.246,2,SPLIT
z1344,tile_y896_x896,1485,1371,1340,141,475,444,543,643,413,4.86,0.203,2,SPLIT
z1344,tile_y896_x896,1489,1167,997,145,271,101,559,663,724,3.0,0.257,2,SPLIT
z1344,tile_y896_x896,1491,1165,1183,147,269,287,43,708,700,2.14,0.382,2,SPLIT
z1344,tile_y896_x896,1491,1375,974,147,479,78,407,703,792,2.14,0.404,2,SPLIT
z1344,tile_y896_x896,1492,1242,1292,148,346,396,671,666,389,4.57,0.152,2,SPLIT
z1344,tile_y896_x896,1498,1203,1346,154,307,450,1535,1544,733,3.0,0.432,2,SPLIT
z1344,tile_y896_x896,1499,1333,1053,155,437,157,344,885,821,2.43,0.224,2,SPLIT
z1344,tile_y896_x896,1505,1358,1197,161,462,301,728,744,613,3.0,0.295,2,SPLIT
z1344,tile_y896_x896,1507,1195,1359,163,299,463,1544,1639,1535,3.0,0.414,2,SPLIT
z1344,tile_y896_x896,1510,1187,966,166,291,70,725,784,845,2.14,0.233,2,SPLIT
z1344,tile_y896_x896,1511,1264,955,167,368,59,782,391,875,2.57,0.607,2,SPLIT
z1344,tile_y896_x896,1513,1344,1068,169,448,172,620,844,344,1.86,0.49,2,SPLIT
z1344,tile_y896_x896,1515,1167,1251,171,271,355,1639,1583,836,3.71,0.246,2,SPLIT
z1344,tile_y896_x896,1517,1143,1190,173,247,294,1571,1610,43,2.0,0.415,2,SPLIT
z1344,tile_y896_x896,1519,1107,971,175,211,75,816,881,747,3.0,0.221,2,SPLIT
z1344,tile_y896_x896,1521,1126,1326,177,230,430,1583,1639,1547,3.57,0.216,2,SPLIT
z1344,tile_y896_x896,1523,1160,1126,179,264,230,1626,691,1680,2.14,0.433,2,SPLIT
z1344,tile_y896_x896,1523,1208,1339,179,312,443,1639,1605,1544,3.0,0.251,2,SPLIT
z1344,tile_y896_x896,1525,1018,1346,181,122,450,646,751,739,2.14,0.77,2,SPLIT
z1344,tile_y896_x896,1525,1232,1188,181,336,292,843,832,924,2.71,0.331,2,SPLIT
z1344,tile_y896_x896,1527,1165,1273,183,269,377,1583,1639,1618,2.0,0.457,2,SPLIT
z1344,tile_y896_x896,1529,1098,953,185,202,57,747,881,707,7.0,0.46,1,SPLIT
z1344,tile_y896_x896,1530,1312,1123,186,416,227,876,620,779,2.71,0.288,2,SPLIT
z1344,tile_y896_x896,1531,1167,1200,187,271,304,700,1679,851,4.0,0.13,2,SPLIT
z1344,tile_y896_x896,1535,1176,1315,191,280,419,1636,1601,1654,2.71,0.652,2,SPLIT
z1344,tile_y896_x896,1535,1344,1031,191,448,135,821,620,407,1.86,0.473,2,SPLIT
z1344,tile_y896_x896,1536,1109,968,192,213,72,881,747,908,2.29,0.579,2,SPLIT
z1344,tile_y896_x896,1536,1366,1280,192,470,384,907,811,942,2.71,0.192,2,SPLIT
z1344,tile_y896_x896,1537,1316,1360,193,420,464,789,920,926,4.0,0.136,2,SPLIT
z1344,tile_y896_x896,1544,1144,1177,200,248,281,1679,1668,1698,4.57,0.361,2,SPLIT
z1344,tile_y896_x896,1546,1289,1117,202,393,221,779,965,620,2.71,0.379,2,SPLIT
z1344,tile_y896_x896,1552,1356,1375,208,460,479,978,941,826,2.57,0.271,2,SPLIT
z1344,tile_y896_x896,1558,1142,1202,214,246,306,1698,1760,1679,2.43,0.366,2,SPLIT
z1344,tile_y896_x896,1558,1356,1305,214,460,409,1050,1021,1059,3.86,0.65,2,SPLIT
z1344,tile_y896_x896,1561,1094,1277,217,198,381,954,969,1661,3.57,0.218,2,SPLIT
z1344,tile_y896_x896,1566,1343,1278,222,447,382,1021,1016,1057,2.0,0.183,2,SPLIT
z1568,tile_y1344_x0,1762,1822,431,194,478,431,95,38,76,2.44,0.215,1,SPLIT
z1568,tile_y1344_x0,1768,1809,449,200,465,449,95,81,72,5.44,0.312,1,SPLIT
z1568,tile_y1344_x0,1777,1798,446,209,454,446,95,96,81,3.0,0.299,1,SPLIT
z1568,tile_y1344_x0,1785,1807,444,217,463,444,91,96,95,2.0,0.384,1,SPLIT
z1568,tile_y1344_x0,1788,1794,444,220,450,444,96,95,93,2.89,0.458,1,SPLIT
z1568,tile_y1344_x1344,1650,1425,1800,82,81,456,212,193,219,7.8,0.516,1,SPLIT
z1568,tile_y1344_x1344,1769,1567,1560,201,223,216,370,1146,390,5.2,0.303,1,SPLIT
z1568,tile_y1344_x1344,1781,1408,1695,213,64,351,462,449,450,5.2,0.452,1,SPLIT
z1568,tile_y1344_x1344,1782,1415,1701,214,71,357,450,462,444,5.6,0.66,1,SPLIT
z1568,tile_y1344_x1792,1602,1729,1903,34,385,111,179,186,173,3.33,0.28,2,SPLIT
z1568,tile_y1344_x1792,1603,1780,1981,35,436,189,146,314,192,2.5,0.419,2,SPLIT
z1568,tile_y1344_x1792,1605,1718,1873,37,374,81,203,46,1173,4.5,0.342,2,SPLIT
z1568,tile_y1344_x1792,1606,1659,2156,38,315,364,210,244,176,2.0,0.27,2,SPLIT
z1568,tile_y1344_x1792,1606,1676,1939,38,332,147,42,207,1090,4.67,0.266,1,SPLIT
z1568,tile_y1344_x1792,1606,1765,2221,38,421,429,1158,905,910,2.33,0.419,2,SPLIT
z1568,tile_y1344_x1792,1607,1780,2087,39,436,295,216,659,228,3.5,0.461,2,SPLIT
z1568,tile_y1344_x1792,1608,1571,2122,40,227,330,1200,214,992,4.67,0.232,2,SPLIT
z1568,tile_y1344_x1792,1608,1757,1966,40,413,174,192,250,146,2.0,0.278,2,SPLIT
z1568,tile_y1344_x1792,1613,1547,2100,45,203,308,1200,972,1082,4.67,0.144,2,SPLIT
z1568,tile_y1344_x1792,1616,1650,2032,48,306,240,40,227,310,4.0,0.214,2,SPLIT
z1568,tile_y1344_x1792,1617,1625,1999,49,281,207,144,225,232,2.0,0.186,2,SPLIT
z1568,tile_y1344_x1792,1617,1764,2098,49,420,306,228,659,1053,5.5,0.256,2,SPLIT
z1568,tile_y1344_x1792,1620,1568,1837,52,224,45,229,242,325,2.5,0.675,2,SPLIT
z1568,tile_y1344_x1792,1624,1542,2268,56,198,476,379,318,23,2.0,0.136,2,SPLIT
z1568,tile_y1344_x1792,1624,1707,1996,56,363,204,185,275,194,2.5,0.152,2,SPLIT
z1568,tile_y1344_x1792,1626,1637,1867,58,293,75,282,1387,257,2.67,0.303,2,SPLIT
z1568,tile_y1344_x1792,1629,1623,2128,61,279,336,287,264,430,4.67,0.147,2,SPLIT
z1568,tile_y1344_x1792,1630,1699,1921,62,355,129,1387,1167,366,5.33,0.221,1,SPLIT
z1568,tile_y1344_x1792,1630,1782,2241,62,438,449,204,68,258,4.67,0.503,2,SPLIT
z1568,tile_y1344_x1792,1633,1648,2063,65,304,271,358,418,300,2.17,0.22,2,SPLIT
z1568,tile_y1344_x1792,1633,1712,1851,65,368,59,1084,1372,1181,5.5,0.442,1,SPLIT
z1568,tile_y1344_x1792,1635,1588,1869,67,244,77,344,453,208,6.5,0.42,2,SPLIT
z1568,tile_y1344_x1792,1635,1701,1896,67,357,104,1173,1387,1114,4.33,0.487,2,SPLIT
z1568,tile_y1344_x1792,1637,1404,1879,69,60,87,360,329,443,2.5,0.297,2,SPLIT
z1568,tile_y1344_x1792,1638,1796,1972,70,452,180,340,370,146,2.67,0.57,2,SPLIT
z1568,tile_y1344_x1792,1640,1508,1897,72,164,105,199,453,372,2.0,0.325,2,SPLIT
z1568,tile_y1344_x1792,1640,1687,2129,72,343,337,659,384,239,2.17,0.194,2,SPLIT
z1568,tile_y1344_x1792,1641,1609,2078,73,265,286,184,29,230,4.67,0.145,2,SPLIT
z1568,tile_y1344_x1792,1642,1691,1937,74,347,145,1387,42,1155,5.83,0.226,1,SPLIT
z1568,tile_y1344_x1792,1643,1390,1947,75,46,155,1306,1094,371,7.0,0.339,1,SPLIT
z1568,tile_y1344_x1792,1643,1598,2099,75,254,307,230,437,326,4.33,0.238,2,SPLIT
z1568,tile_y1344_x1792,1652,1493,2045,84,149,253,1261,1310,1151,4.67,0.183,2,SPLIT
z1568,tile_y1344_x1792,1652,1618,1981,84,274,189,674,225,474,2.5,0.321,2,SPLIT
z1568,tile_y1344_x1792,1654,1613,2156,86,269,364,449,436,283,2.17,0.128,2,SPLIT
z1568,tile_y1344_x1792,1657,1577,2064,89,233,272,448,490,563,2.83,0.21,2,SPLIT
z1568,tile_y1344_x1792,1660,1504,2220,92,160,428,323,539,316,5.5,0.125,2,SPLIT
z1568,tile_y1344_x1792,1662,1412,1980,94,68,188,1384,1306,1194,7.17,0.338,2,SPLIT
z1568,tile_y1344_x1792,1665,1420,2064,97,76,272,1259,461,1384,5.33,0.6,2,SPLIT
z1568,tile_y1344_x1792,1667,1698,1977,99,354,185,1387,185,347,5.83,0.415,2,SPLIT
z1568,tile_y1344_x1792,1667,1795,2199,99,451,407,483,1326,398,3.33,0.375,2,SPLIT
z1568,tile_y1344_x1792,1668,1574,1886,100,230,94,453,481,417,2.83,0.32,2,SPLIT
z1568,tile_y1344_x1792,1672,1715,2185,104,371,393,520,176,501,2.5,0.553,2,SPLIT
z1568,tile_y1344_x1792,1673,1569,2094,105,225,302,563,490,357,4.67,0.18,2,SPLIT
z1568,tile_y1344_x1792,1675,1791,2267,107,447,475,546,521,1231,2.83,0.391,2,SPLIT
z1568,tile_y1344_x1792,1679,1497,2165,111,153,373,416,519,616,4.33,0.245,2,SPLIT
z1568,tile_y1344_x1792,1681,1646,1857,113,302,65,1553,1372,1559,4.67,0.56,2,SPLIT
z1568,tile_y1344_x1792,1687,1724,2237,119,380,445,1233,1367,1368,2.0,0.531,2,SPLIT
z1568,tile_y1344_x1792,1689,1397,2034,121,53,242,599,1398,1384,2.17,0.179,2,SPLIT
z1568,tile_y1344_x1792,1689,1581,2084,121,237,292,563,490,590,3.67,0.181,2,SPLIT
z1568,tile_y1344_x1792,1689,1608,2146,121,264,354,563,515,449,3.67,0.194,2,SPLIT
z1568,tile_y1344_x1792,1689,1697,1988,121,353,196,1356,1387,578,2.33,0.377,2,SPLIT
z1568,tile_y1344_x1792,1691,1452,1996,123,108,204,581,1400,1384,2.67,0.23,2,SPLIT
z1568,tile_y1344_x1792,1693,1618,2176,125,274,384,618,563,449,2.67,0.525,2,SPLIT
z1568,tile_y1344_x1792,1695,1636,2224,127,292,432,557,598,450,3.17,0.209,2,SPLIT
z1568,tile_y1344_x1792,1697,1433,1847,129,89,55,213,744,457,2.5,0.756,2,SPLIT
z1568,tile_y1344_x1792,1702,1562,2075,134,218,283,590,620,563,4.67,0.462,2,SPLIT
z1568,tile_y1344_x1792,1707,1557,2089,139,213,297,623,590,563,2.0,0.527,2,SPLIT
z1568,tile_y1344_x1792,1710,1711,2233,142,367,441,1368,1233,1469,3.67,0.274,2,SPLIT
z1568,tile_y1344_x1792,1712,1536,2036,144,192,244,1479,1434,1417,5.0,0.253,2,SPLIT
z1568,tile_y1344_x1792,1716,1641,2224,148,297,432,557,667,598,2.67,0.233,2,SPLIT
z1568,tile_y1344_x1792,1717,1773,2009,149,429,217,767,769,734,5.67,0.452,1,SPLIT
z1568,tile_y1344_x1792,1720,1398,2003,152,54,211,599,1475,605,4.5,0.635,2,SPLIT
z1568,tile_y1344_x1792,1721,1578,1984,153,234,192,609,714,687,2.67,0.507,2,SPLIT
z1568,tile_y1344_x1792,1723,1790,2109,155,446,317,516,618,659,5.0,0.188,1,SPLIT
z1568,tile_y1344_x1792,1728,1755,2244,160,411,452,642,621,591,2.83,0.36,2,SPLIT
z1568,tile_y1344_x1792,1730,1738,2231,162,394,439,618,642,1427,3.5,0.171,2,SPLIT
z1568,tile_y1344_x1792,1734,1580,2006,166,236,214,697,722,687,3.67,0.238,2,SPLIT
z1568,tile_y1344_x1792,1744,1458,2105,176,114,313,742,721,635,2.5,0.158,2,SPLIT
z1568,tile_y1344_x1792,1745,1477,2207,177,133,415,792,670,765,3.33,0.37,2,SPLIT
z1568,tile_y1344_x1792,1749,1518,2102,181,174,310,707,746,563,2.17,0.392,2,SPLIT
z1568,tile_y1344_x1792,1757,1417,2249,189,73,457,419,748,695,2.5,0.111,2,SPLIT
z1568,tile_y1344_x1792,1762,1532,1855,194,188,63,701,386,743,3.0,0.286,2,SPLIT
z1568,tile_y1344_x1792,1763,1476,2176,195,132,384,776,775,792,3.5,0.522,2,SPLIT
z1568,tile_y1344_x1792,1765,1704,2238,197,360,446,618,719,798,7.5,0.315,1,SPLIT
z1568,tile_y1344_x1792,1767,1460,2223,199,116,431,784,765,786,5.5,0.223,1,SPLIT
z1568,tile_y1344_x1792,1768,1578,1988,200,234,196,773,802,714,2.83,0.126,2,SPLIT
z1568,tile_y1344_x1792,1775,1699,2028,207,355,236,835,767,674,2.5,0.345,2,SPLIT
z1568,tile_y1344_x1792,1786,1469,2199,218,125,407,786,792,791,3.5,0.374,2,SPLIT
z1568,tile_y1344_x1792,1786,1476,2209,218,132,417,792,824,786,2.83,0.553,2,SPLIT
z1568,tile_y1344_x1792,1789,1443,2131,221,99,339,742,809,852,2.67,0.484,2,SPLIT
z1568,tile_y1344_x1792,1790,1571,1985,222,227,193,773,583,802,5.33,0.167,1,SPLIT
z1568,tile_y1344_x1792,1791,1455,2227,223,111,435,784,792,786,2.83,0.455,2,SPLIT
z1568,tile_y1344_x2240,1717,1796,2327,149,452,87,399,417,519,5.33,0.255,1,SPLIT
z1568,tile_y1344_x2240,1785,1540,2574,217,196,334,622,621,560,5.5,0.29,1,SPLIT
z1568,tile_y1344_x2240,1788,1583,2605,220,239,365,1470,1436,663,8.17,0.257,1,SPLIT
z1568,tile_y1344_x448,1604,1676,894,36,332,446,162,29,192,4.33,0.245,1,SPLIT
z1568,tile_y1344_x448,1615,1756,737,47,412,289,42,209,108,4.5,0.172,1,SPLIT
z1568,tile_y1344_x448,1637,1645,802,69,301,354,187,42,222,7.67,0.443,1,SPLIT
z1568,tile_y1344_x448,1748,1798,480,180,454,32,799,788,539,4.83,0.257,1,SPLIT
z1568,tile_y1344_x896,1648,1687,965,80,343,69,151,220,224,4.0,0.103,1,SPLIT
z1568,tile_y1344_x896,1687,1793,1050,119,449,154,184,286,245,7.6,0.378,1,SPLIT
z1568,tile_y1792_x0,1617,2140,380,49,348,380,882,478,525,4.38,0.326,1,SPLIT
z1568,tile_y1792_x0,1638,1847,443,70,55,443,92,124,93,4.0,0.638,1,SPLIT
z1568,tile_y1792_x0,1643,1988,342,75,196,342,792,530,141,3.88,0.215,1,SPLIT
z1568,tile_y1792_x0,1666,1872,477,98,80,477,792,632,665,5.0,0.232,1,SPLIT
z1568,tile_y1792_x0,1676,1864,433,108,72,433,792,690,658,6.12,0.165,1,SPLIT
z1568,tile_y1792_x0,1778,1965,315,210,173,315,882,831,925,4.0,0.282,1,SPLIT
z1568,tile_y1792_x1344,1711,2217,1558,143,425,214,403,425,350,5.8,0.195,1,SPLIT
z1568,tile_y1792_x1344,1715,2200,1784,147,408,440,470,229,414,5.4,0.456,1,SPLIT
z1568,tile_y1792_x1344,1715,2271,1612,147,479,268,404,437,1358,7.8,0.262,1,SPLIT
z1568,tile_y1792_x1344,1738,2219,1778,170,427,434,454,229,470,6.4,0.393,1,SPLIT
z1568,tile_y1792_x1792,1612,1858,2268,44,66,476,332,190,123,5.17,0.541,1,SPLIT
z1568,tile_y1792_x1792,1623,1886,2143,55,94,351,344,298,425,6.0,0.397,1,SPLIT
z1568,tile_y1792_x1792,1647,2155,1875,79,363,83,411,83,604,4.67,0.501,1,SPLIT
z1568,tile_y1792_x1792,1709,2105,2261,141,313,469,481,361,700,5.0,0.178,1,SPLIT
z1568,tile_y1792_x1792,1774,2083,2103,206,291,311,950,1018,932,4.83,0.28,1,SPLIT
z1568,tile_y1792_x2240,1602,1853,2364,34,61,124,22,238,256,2.78,0.186,2,SPLIT
z1568,tile_y1792_x2240,1606,2140,2502,38,348,262,1288,229,166,5.44,0.191,2,SPLIT
z1568,tile_y1792_x2240,1609,2167,2377,41,375,137,223,282,66,2.56,0.51,2,SPLIT
z1568,tile_y1792_x2240,1611,2211,2278,43,419,38,266,250,312,2.33,0.11,2,SPLIT
z1568,tile_y1792_x2240,1612,2036,2379,44,244,139,383,199,342,3.0,0.175,2,SPLIT
z1568,tile_y1792_x2240,1613,2078,2414,45,286,174,234,272,277,2.11,0.233,2,SPLIT
z1568,tile_y1792_x2240,1614,2006,2413,46,214,173,35,218,280,2.44,0.239,2,SPLIT
z1568,tile_y1792_x2240,1614,2270,2334,46,478,94,84,334,231,2.33,0.75,2,SPLIT
z1568,tile_y1792_x2240,1619,2127,2397,51,335,157,332,278,306,2.89,0.416,2,SPLIT
z1568,tile_y1792_x2240,1619,2154,2373,51,362,133,223,282,58,4.22,0.276,1,SPLIT
z1568,tile_y1792_x2240,1619,2207,2438,51,415,198,244,281,211,2.11,0.21,2,SPLIT
z1568,tile_y1792_x2240,1619,2267,2442,51,475,202,285,74,251,2.0,0.358,2,SPLIT
z1568,tile_y1792_x2240,1620,1949,2277,52,157,37,254,222,258,3.0,0.24,2,SPLIT
z1568,tile_y1792_x2240,1630,1968,2274,62,176,34,390,337,403,1.67,0.413,2,SPLIT
z1568,tile_y1792_x2240,1630,2264,2406,62,472,166,387,251,364,2.44,0.471,2,SPLIT
z1568,tile_y1792_x2240,1631,2025,2481,63,233,241,1256,1288,822,2.89,0.309,2,SPLIT
z1568,tile_y1792_x2240,1632,2219,2315,64,427,75,107,401,214,4.33,0.323,1,SPLIT
z1568,tile_y1792_x2240,1634,1936,2372,66,144,132,355,163,376,2.0,0.386,2,SPLIT
z1568,tile_y1792_x2240,1634,2221,2457,66,429,217,410,316,353,2.56,0.331,2,SPLIT
z1568,tile_y1792_x2240,1634,2267,2357,66,475,117,268,237,231,2.22,0.129,2,SPLIT
z1568,tile_y1792_x2240,1635,1958,2442,67,166,202,317,423,35,3.11,0.307,2,SPLIT
z1568,tile_y1792_x2240,1636,1967,2284,68,175,44,404,337,390,2.11,0.264,2,SPLIT
z1568,tile_y1792_x2240,1638,1887,2272,70,95,32,9,341,452,2.89,0.2,2,SPLIT
z1568,tile_y1792_x2240,1638,1963,2444,70,171,204,423,317,1239,2.0,0.46,2,SPLIT
z1568,tile_y1792_x2240,1653,2185,2466,85,393,226,353,567,409,2.56,0.334,2,SPLIT
z1568,tile_y1792_x2240,1656,1911,2280,88,119,40,9,388,541,2.89,0.232,2,SPLIT
z1568,tile_y1792_x2240,1664,2128,2335,96,336,95,340,460,565,3.56,0.17,1,SPLIT
z1568,tile_y1792_x2240,1665,2224,2460,97,432,220,353,497,410,2.89,0.41,2,SPLIT
z1568,tile_y1792_x2240,1666,1993,2484,98,201,244,1256,822,1258,2.11,0.441,2,SPLIT
z1568,tile_y1792_x2240,1666,2050,2485,98,258,245,1288,508,494,3.11,0.187,2,SPLIT
z1568,tile_y1792_x2240,1667,2234,2427,99,442,187,471,353,442,2.89,0.259,2,SPLIT
z1568,tile_y1792_x2240,1668,2216,2373,100,424,133,571,481,471,1.89,0.209,2,SPLIT
z1568,tile_y1792_x2240,1670,2060,2473,102,268,233,533,1288,553,3.33,0.205,1,SPLIT
z1568,tile_y1792_x2240,1671,2138,2312,103,346,72,340,565,682,2.89,0.229,2,SPLIT
z1568,tile_y1792_x2240,1672,2001,2499,104,209,259,822,640,1256,1.78,0.229,2,SPLIT
z1568,tile_y1792_x2240,1672,2017,2454,104,225,214,1288,1297,1309,2.67,0.343,2,SPLIT
z1568,tile_y1792_x2240,1672,2124,2286,104,332,46,608,655,340,1.89,0.18,2,SPLIT
z1568,tile_y1792_x2240,1673,1838,2561,105,46,321,530,639,550,3.44,0.107,2,SPLIT
z1568,tile_y1792_x2240,1680,1942,2405,112,150,165,610,507,592,1.78,0.659,2,SPLIT
z1568,tile_y1792_x2240,1680,2046,2421,112,254,181,547,553,455,2.0,0.475,2,SPLIT
z1568,tile_y1792_x2240,1683,1972,2298,115,180,58,404,606,601,2.33,0.683,2,SPLIT
z1568,tile_y1792_x2240,1683,2047,2453,115,255,213,553,697,654,2.89,0.197,2,SPLIT
z1568,tile_y1792_x2240,1685,2006,2449,117,214,209,1288,1297,1309,3.67,0.57,1,SPLIT
z1568,tile_y1792_x2240,1685,2148,2437,117,356,197,444,660,523,1.78,0.155,2,SPLIT
z1568,tile_y1792_x2240,1687,2054,2396,119,262,156,455,553,650,2.33,0.227,2,SPLIT
z1568,tile_y1792_x2240,1687,2076,2494,119,284,254,642,1267,494,2.78,0.363,2,SPLIT
z1568,tile_y1792_x2240,1697,2093,2385,129,301,145,693,732,643,1.78,0.232,2,SPLIT
z1568,tile_y1792_x2240,1700,2123,2372,132,331,132,347,874,643,4.11,0.206,2,SPLIT
z1568,tile_y1792_x2240,1704,2126,2392,136,334,152,703,347,698,2.11,0.437,2,SPLIT
z1568,tile_y1792_x2240,1710,2001,2380,142,209,140,636,755,727,2.78,0.289,2,SPLIT
z1568,tile_y1792_x2240,1713,2099,2389,145,307,149,643,732,693,3.11,0.365,2,SPLIT
z1568,tile_y1792_x2240,1713,2250,2520,145,458,280,1287,1358,1545,3.22,0.409,2,SPLIT
z1568,tile_y1792_x2240,1714,2051,2372,146,259,132,693,768,650,3.0,0.31,2,SPLIT
z1568,tile_y1792_x2240,1715,1883,2433,147,91,193,592,1415,686,1.67,0.236,2,SPLIT
z1568,tile_y1792_x2240,1716,1914,2285,148,122,45,668,420,9,3.56,0.283,2,SPLIT
z1568,tile_y1792_x2240,1719,2148,2474,151,356,234,1545,1428,1314,3.11,0.184,2,SPLIT
z1568,tile_y1792_x2240,1720,2245,2513,152,453,273,1545,1287,1358,3.0,0.513,2,SPLIT
z1568,tile_y1792_x2240,1723,1841,2334,155,49,94,690,804,689,3.22,0.205,2,SPLIT
z1568,tile_y1792_x2240,1731,1935,2467,163,143,227,1415,738,1395,2.89,0.14,2,SPLIT
z1568,tile_y1792_x2240,1731,2141,2491,163,349,251,1545,1326,858,2.67,0.227,2,SPLIT
z1568,tile_y1792_x2240,1732,2199,2467,164,407,227,1545,1355,825,2.11,0.337,2,SPLIT
z1568,tile_y1792_x2240,1738,2192,2313,170,400,73,741,859,852,2.67,0.288,2,SPLIT
z1568,tile_y1792_x2240,1741,2126,2335,173,334,95,794,889,874,2.22,0.456,2,SPLIT
z1568,tile_y1792_x2240,1752,2147,2453,184,355,213,1392,1417,1362,1.89,0.417,2,SPLIT
z1568,tile_y1792_x2240,1756,2086,2437,188,294,197,881,732,870,2.11,0.153,2,SPLIT
z1568,tile_y1792_x2240,1764,2121,2475,196,329,235,1453,1397,1545,2.22,0.38,2,SPLIT
z1568,tile_y1792_x2240,1764,2230,2464,196,438,224,1412,1435,1402,1.89,0.244,2,SPLIT
z1568,tile_y1792_x2240,1765,1940,2313,197,148,73,793,877,810,2.0,0.139,2,SPLIT
z1568,tile_y1792_x2240,1765,2076,2358,197,284,118,869,851,963,2.89,0.339,2,SPLIT
z1568,tile_y1792_x2240,1765,2161,2288,197,369,48,875,794,882,3.11,0.394,2,SPLIT
z1568,tile_y1792_x2240,1765,2260,2458,197,468,218,1437,887,1352,2.22,0.487,2,SPLIT
z1568,tile_y1792_x2240,1769,1939,2471,201,147,231,954,1415,1344,1.89,0.161,2,SPLIT
z1568,tile_y1792_x2240,1769,2057,2366,201,265,126,851,976,995,4.56,0.139,2,SPLIT
z1568,tile_y1792_x2240,1769,2238,2532,201,446,292,1475,1456,1545,2.89,0.355,2,SPLIT
z1568,tile_y1792_x2240,1780,2057,2347,212,265,107,995,1002,851,2.0,0.421,2,SPLIT
z1568,tile_y1792_x2240,1780,2249,2297,212,457,57,863,890,784,1.89,0.149,2,SPLIT
z1568,tile_y1792_x2240,1781,2183,2491,213,391,251,1505,1426,1411,2.89,0.382,2,SPLIT
z1568,tile_y1792_x2240,1782,1910,2296,214,118,56,1030,877,793,2.11,0.4,2,SPLIT
z1568,tile_y1792_x2240,1783,1977,2375,215,185,135,781,1012,1011,2.33,0.355,2,SPLIT
z1568,tile_y1792_x2240,1783,2177,2460,215,385,220,1460,1394,1429,1.78,0.338,2,SPLIT
z1568,tile_y1792_x2240,1785,1837,2279,217,45,39,935,996,668,2.89,0.433,2,SPLIT
z1568,tile_y1792_x2240,1785,2110,2501,217,318,261,1545,1379,1446,4.78,0.194,2,SPLIT
z1568,tile_y1792_x2240,1786,2004,2295,218,212,55,877,1048,914,2.11,0.413,2,SPLIT
z1568,tile_y1792_x2240,1787,2084,2490,219,292,250,1545,1379,1479,3.0,0.212,2,SPLIT
z1568,tile_y1792_x2240,1790,1989,2386,222,197,146,1012,980,970,1.89,0.638,2,SPLIT
z1568,tile_y1792_x448,1606,2024,899,38,232,451,42,234,252,1.71,0.203,2,SPLIT
