population,crop_z,crop_y,crop_x,mega_id,mega_vox,mega_frac,n_flagged_sites,n_tier1_sites,crop_mask_vox,crop_n_megas
site,4224,1024,1536,129,553541,0.1273,0,0,4348719,3
site,4224,1024,1536,149,131914,0.0303,0,0,4348719,3
site,4224,1024,2048,68,112012,0.0328,1,1,3417151,2
site,4224,1024,2048,138,324944,0.0951,0,0,3417151,2
site,4224,1536,512,5,773622,0.2741,3,3,2822823,1
site,4224,1536,1024,20,256993,0.0314,0,0,8195193,3
site,4224,1536,1024,22,264045,0.0322,0,0,8195193,3
site,4224,1536,1024,164,433166,0.0529,2,0,8195193,3
site,4224,1536,1536,23,1724007,0.1767,5,1,9758624,2
site,4224,1536,1536,24,589858,0.0604,5,2,9758624,2
site,4224,1536,2048,5,285222,0.0342,0,0,8343697,3
site,4224,1536,2048,8,345606,0.0414,0,0,8343697,3
site,4224,1536,2048,15,286414,0.0343,2,0,8343697,3
site,4224,1536,2560,82,210153,0.0312,0,0,6735833,4
site,4224,1536,2560,90,206375,0.0306,0,0,6735833,4
site,4224,1536,2560,103,378645,0.0562,0,0,6735833,4
site,4224,1536,2560,125,345214,0.0513,0,0,6735833,4
site,4224,2048,512,15,776236,0.1497,3,3,5184381,2
site,4224,2048,512,25,787623,0.1519,1,1,5184381,2
site,4224,2048,1024,14,2173169,0.2338,8,7,9295676,2
site,4224,2048,1024,126,392945,0.0423,1,1,9295676,2
site,4224,2048,1536,7,268087,0.03,0,0,8932791,3
site,4224,2048,1536,18,927706,0.1039,2,0,8932791,3
site,4224,2048,1536,77,1038756,0.1163,6,0,8932791,3
site,4224,2048,2048,7,446819,0.0514,2,2,8695571,3
site,4224,2048,2048,19,706889,0.0813,1,0,8695571,3
site,4224,2048,2048,50,819609,0.0943,3,1,8695571,3
site,4224,2048,2560,41,226535,0.0332,1,1,6826472,1
site,4224,2048,3072,52,91371,0.0364,0,0,2508422,4
site,4224,2048,3072,96,80492,0.0321,1,1,2508422,4
site,4224,2048,3072,129,107923,0.043,1,1,2508422,4
site,4224,2048,3072,221,80936,0.0323,0,0,2508422,4
site,4224,2560,1024,3,83145,0.0458,1,0,1815322,3
site,4224,2560,1024,77,60215,0.0332,0,0,1815322,3
site,4224,2560,1024,111,103958,0.0573,0,0,1815322,3
site,4224,2560,1536,2,1513676,0.3336,13,1,4536863,2
site,4224,2560,1536,81,203023,0.0447,2,2,4536863,2
site,4224,2560,2048,5,361230,0.1144,0,0,3157336,7
site,4224,2560,2048,6,101735,0.0322,0,0,3157336,7
site,4224,2560,2048,16,103197,0.0327,0,0,3157336,7
site,4224,2560,2048,47,182735,0.0579,0,0,3157336,7
site,4224,2560,2048,50,119104,0.0377,0,0,3157336,7
site,4224,2560,2048,104,109322,0.0346,0,0,3157336,7
site,4224,2560,2048,116,95346,0.0302,1,0,3157336,7
site,4352,1024,1024,15,66451,0.0308,0,0,2160831,5
site,4352,1024,1024,28,80111,0.0371,0,0,2160831,5
site,4352,1024,1024,33,208345,0.0964,0,0,2160831,5
site,4352,1024,1024,59,232054,0.1074,2,2,2160831,5
site,4352,1024,1024,66,81161,0.0376,0,0,2160831,5
site,4352,1024,1536,21,269028,0.0706,2,2,3811409,4
site,4352,1024,1536,26,179609,0.0471,0,0,3811409,4
site,4352,1024,1536,61,162091,0.0425,0,0,3811409,4
site,4352,1024,1536,69,138196,0.0363,0,0,3811409,4
site,4352,1024,2048,3,177882,0.0582,0,0,3057869,6
site,4352,1024,2048,8,108476,0.0355,0,0,3057869,6
site,4352,1024,2048,51,129700,0.0424,0,0,3057869,6
site,4352,1024,2048,53,151941,0.0497,0,0,3057869,6
site,4352,1024,2048,64,92545,0.0303,0,0,3057869,6
site,4352,1024,2048,144,94318,0.0308,0,0,3057869,6
site,4352,1536,512,22,170065,0.0778,0,0,2187239,4
site,4352,1536,512,60,96448,0.0441,0,0,2187239,4
site,4352,1536,512,64,152841,0.0699,0,0,2187239,4
site,4352,1536,512,72,87854,0.0402,0,0,2187239,4
site,4352,1536,1024,122,556106,0.0683,0,0,8139209,1
site,4352,1536,1536,122,359887,0.0374,4,1,9620577,3
site,4352,1536,1536,421,301672,0.0314,3,0,9620577,3
site,4352,1536,1536,470,556189,0.0578,1,1,9620577,3
site,4352,1536,2048,253,316963,0.0364,0,0,8716850,2
site,4352,1536,2048,338,330582,0.0379,0,0,8716850,2
site,4352,1536,2560,193,298523,0.0443,0,0,6745534,1
site,4352,2048,512,36,197997,0.0435,1,1,4550190,3
site,4352,2048,512,75,145969,0.0321,0,0,4550190,3
site,4352,2048,512,304,644801,0.1417,4,4,4550190,3
site,4352,2048,1024,115,612593,0.0641,1,1,9556156,5
site,4352,2048,1024,123,899758,0.0942,6,0,9556156,5
site,4352,2048,1024,140,325644,0.0341,0,0,9556156,5
site,4352,2048,1024,171,552632,0.0578,4,1,9556156,5
site,4352,2048,1024,255,290375,0.0304,0,0,9556156,5
site,4352,2048,1536,1,1570297,0.1703,2,1,9220184,1
site,4352,2048,2048,9,281855,0.0333,1,1,8462689,2
site,4352,2048,2048,44,707922,0.0837,2,0,8462689,2
site,4352,2048,2560,57,177744,0.0305,0,0,5832868,4
site,4352,2048,2560,74,292927,0.0502,0,0,5832868,4
site,4352,2048,2560,88,305027,0.0523,0,0,5832868,4
site,4352,2048,2560,189,181305,0.0311,0,0,5832868,4
site,4352,2048,3072,9,123336,0.0488,0,0,2528403,3
site,4352,2048,3072,13,245103,0.0969,3,3,2528403,3
site,4352,2048,3072,48,363709,0.1438,6,6,2528403,3
site,4352,2560,1024,11,50459,0.0712,0,0,709123,6
site,4352,2560,1024,12,214568,0.3026,1,0,709123,6
site,4352,2560,1024,17,28655,0.0404,0,0,709123,6
site,4352,2560,1024,55,45806,0.0646,0,0,709123,6
site,4352,2560,1024,57,24909,0.0351,0,0,709123,6
site,4352,2560,1024,61,21895,0.0309,0,0,709123,6
site,4352,2560,1536,13,118382,0.0321,0,0,3687289,4
site,4352,2560,1536,20,559637,0.1518,4,0,3687289,4
site,4352,2560,1536,58,123776,0.0336,1,1,3687289,4
site,4352,2560,1536,61,510259,0.1384,7,6,3687289,4
site,4352,2560,2048,13,68471,0.0328,0,0,2086475,4
site,4352,2560,2048,27,140871,0.0675,1,1,2086475,4
site,4352,2560,2048,117,157383,0.0754,0,0,2086475,4
site,4352,2560,2048,139,88762,0.0425,0,0,2086475,4
site,4480,1024,1536,3,217180,0.0574,2,2,3785688,4
site,4480,1024,1536,23,132924,0.0351,0,0,3785688,4
site,4480,1024,1536,45,180058,0.0476,0,0,3785688,4
site,4480,1024,1536,144,188162,0.0497,0,0,3785688,4
site,4480,1024,2048,35,82916,0.0332,0,0,2501200,4
site,4480,1024,2048,56,106164,0.0424,1,1,2501200,4
site,4480,1024,2048,64,105180,0.0421,0,0,2501200,4
site,4480,1024,2048,91,117955,0.0472,0,0,2501200,4
site,4480,1536,512,1,164177,0.0584,0,0,2811595,6
site,4480,1536,512,9,236968,0.0843,3,0,2811595,6
site,4480,1536,512,32,170320,0.0606,0,0,2811595,6
site,4480,1536,512,83,138563,0.0493,0,0,2811595,6
site,4480,1536,512,93,133328,0.0474,0,0,2811595,6
site,4480,1536,512,120,339076,0.1206,0,0,2811595,6
site,4480,1536,1536,336,594089,0.061,2,0,9734796,1
site,4480,1536,2048,33,497779,0.0551,0,0,9026260,1
site,4480,1536,2560,215,257386,0.0404,0,0,6367535,1
site,4480,1536,3072,2,43842,0.0311,0,0,1409646,8
site,4480,1536,3072,8,169595,0.1203,2,2,1409646,8
site,4480,1536,3072,12,230661,0.1636,2,2,1409646,8
site,4480,1536,3072,15,60800,0.0431,0,0,1409646,8
site,4480,1536,3072,52,54611,0.0387,0,0,1409646,8
site,4480,1536,3072,67,44765,0.0318,0,0,1409646,8
site,4480,1536,3072,78,50273,0.0357,0,0,1409646,8
site,4480,1536,3072,90,80918,0.0574,0,0,1409646,8
site,4480,2048,512,49,199547,0.0399,0,0,4999076,4
site,4480,2048,512,56,1055268,0.2111,5,5,4999076,4
site,4480,2048,512,80,255592,0.0511,1,1,4999076,4
site,4480,2048,512,152,313549,0.0627,1,1,4999076,4
site,4480,2048,1024,22,2742370,0.2766,2,2,9913840,2
site,4480,2048,1024,90,1573578,0.1587,3,3,9913840,2
site,4480,2048,1536,1,4676178,0.4424,8,5,10570525,2
site,4480,2048,1536,59,1087112,0.1028,3,3,10570525,2
site,4480,2048,2048,30,690165,0.0822,3,0,8400665,2
site,4480,2048,2048,86,723814,0.0862,2,2,8400665,2
site,4480,2048,2560,40,230782,0.0395,2,2,5835322,1
site,4480,2048,3072,7,166709,0.0715,0,0,2331823,3
site,4480,2048,3072,10,224600,0.0963,0,0,2331823,3
site,4480,2048,3072,67,99342,0.0426,1,1,2331823,3
site,4480,2560,1024,3,755512,0.5949,2,2,1269996,2
site,4480,2560,1024,17,71583,0.0564,0,0,1269996,2
site,4480,2560,1536,4,161621,0.0459,0,0,3524718,4
site,4480,2560,1536,26,412741,0.1171,5,5,3524718,4
site,4480,2560,1536,78,164982,0.0468,1,1,3524718,4
site,4480,2560,1536,84,287127,0.0815,0,0,3524718,4
site,4480,2560,2048,3,41791,0.0502,1,1,832032,12
site,4480,2560,2048,9,73121,0.0879,0,0,832032,12
site,4480,2560,2048,10,30939,0.0372,0,0,832032,12
site,4480,2560,2048,18,66095,0.0794,0,0,832032,12
site,4480,2560,2048,33,26158,0.0314,0,0,832032,12
site,4480,2560,2048,34,35023,0.0421,0,0,832032,12
site,4480,2560,2048,35,25848,0.0311,0,0,832032,12
site,4480,2560,2048,40,28303,0.034,0,0,832032,12
site,4480,2560,2048,42,36408,0.0438,0,0,832032,12
site,4480,2560,2048,43,43805,0.0526,0,0,832032,12
site,4480,2560,2048,47,28303,0.034,0,0,832032,12
site,4480,2560,2048,49,35384,0.0425,0,0,832032,12
site,4608,1024,1536,67,98042,0.0366,0,0,2676232,2
site,4608,1024,1536,147,90425,0.0338,0,0,2676232,2
site,4608,1536,512,8,1122014,0.3528,6,3,3180287,2
site,4608,1536,512,23,292680,0.092,0,0,3180287,2
site,4608,1536,1024,19,249116,0.0313,0,0,7970615,5
site,4608,1536,1024,47,265875,0.0334,0,0,7970615,5
site,4608,1536,1024,152,324604,0.0407,0,0,7970615,5
site,4608,1536,1024,208,244285,0.0306,0,0,7970615,5
site,4608,1536,1024,222,464098,0.0582,0,0,7970615,5
site,4608,1536,1536,111,301415,0.0315,0,0,9563962,1
site,4608,1536,2048,73,262305,0.0304,0,0,8638698,2
site,4608,1536,2048,156,333395,0.0386,0,0,8638698,2
site,4608,1536,2560,76,490625,0.0798,5,5,6146861,1
site,4608,1536,3072,1,60403,0.0461,0,0,1310735,7
site,4608,1536,3072,2,398590,0.3041,0,0,1310735,7
site,4608,1536,3072,5,87932,0.0671,0,0,1310735,7
site,4608,1536,3072,14,49171,0.0375,0,0,1310735,7
site,4608,1536,3072,37,40872,0.0312,0,0,1310735,7
site,4608,1536,3072,59,161834,0.1235,1,1,1310735,7
site,4608,1536,3072,63,44217,0.0337,0,0,1310735,7
site,4608,2048,512,2,932115,0.2008,3,3,4642403,3
site,4608,2048,512,22,388256,0.0836,0,0,4642403,3
site,4608,2048,512,41,152969,0.033,2,2,4642403,3
site,4608,2048,1024,29,3139155,0.3127,3,3,10037296,2
site,4608,2048,1024,69,303080,0.0302,0,0,10037296,2
site,4608,2048,1536,5,378275,0.0356,1,1,10618453,2
site,4608,2048,1536,22,6135317,0.5778,19,6,10618453,2
site,4608,2048,2560,125,192983,0.0345,0,0,5598005,1
site,4608,2048,3072,3,118292,0.047,1,1,2517560,5
site,4608,2048,3072,7,86207,0.0342,0,0,2517560,5
site,4608,2048,3072,12,87024,0.0346,0,0,2517560,5
site,4608,2048,3072,41,93414,0.0371,1,1,2517560,5
site,4608,2048,3072,94,148966,0.0592,0,0,2517560,5
site,4608,2560,1536,11,135716,0.0448,0,0,3026043,5
site,4608,2560,1536,33,376096,0.1243,0,0,3026043,5
site,4608,2560,1536,39,315236,0.1042,0,0,3026043,5
site,4608,2560,1536,122,156813,0.0518,0,0,3026043,5
site,4608,2560,1536,156,141184,0.0467,0,0,3026043,5
site,4736,1024,1536,65,53832,0.0302,1,1,1784741,2
site,4736,1024,1536,112,56964,0.0319,0,0,1784741,2
site,4736,1024,2048,4,46144,0.031,0,0,1488180,9
site,4736,1024,2048,15,118815,0.0798,0,0,1488180,9
site,4736,1024,2048,19,58162,0.0391,0,0,1488180,9
site,4736,1024,2048,36,89181,0.0599,0,0,1488180,9
site,4736,1024,2048,44,83981,0.0564,0,0,1488180,9
site,4736,1024,2048,55,56936,0.0383,0,0,1488180,9
site,4736,1024,2048,63,57729,0.0388,0,0,1488180,9
site,4736,1024,2048,64,48662,0.0327,0,0,1488180,9
site,4736,1024,2048,65,71765,0.0482,0,0,1488180,9
site,4736,1536,512,2,756573,0.2698,4,4,2803682,2
site,4736,1536,512,15,518097,0.1848,3,3,2803682,2
site,4736,1536,1024,14,263592,0.0335,0,0,7869424,4
site,4736,1536,1024,31,488857,0.0621,0,0,7869424,4
site,4736,1536,1024,129,356506,0.0453,0,0,7869424,4
site,4736,1536,1024,131,263723,0.0335,0,0,7869424,4
site,4736,1536,1536,6,269191,0.0305,0,0,8821605,1
site,4736,1536,2048,9,294991,0.0369,1,1,7993148,4
site,4736,1536,2048,35,477676,0.0598,0,0,7993148,4
site,4736,1536,2048,63,443878,0.0555,0,0,7993148,4
site,4736,1536,2048,68,457769,0.0573,0,0,7993148,4
site,4736,1536,2560,21,361635,0.0615,1,1,5881851,3
site,4736,1536,2560,144,194426,0.0331,2,2,5881851,3
site,4736,1536,2560,202,180962,0.0308,0,0,5881851,3
site,4736,1536,3072,1,35472,0.04,0,0,885714,6
site,4736,1536,3072,5,141769,0.1601,0,0,885714,6
site,4736,1536,3072,7,151015,0.1705,0,0,885714,6
site,4736,1536,3072,22,32728,0.037,0,0,885714,6
site,4736,1536,3072,24,32157,0.0363,0,0,885714,6
site,4736,1536,3072,33,51999,0.0587,1,1,885714,6
site,4736,2048,512,1,226899,0.0622,0,0,3647842,2
site,4736,2048,512,41,614324,0.1684,4,4,3647842,2
site,4736,2048,1024,23,1310952,0.152,13,4,8623722,1
site,4736,2048,1536,3,3012789,0.3293,9,9,9147963,1
site,4736,2048,2048,154,241248,0.0308,0,0,7837418,1
site,4736,2048,3072,32,86144,0.0352,0,0,2448023,8
site,4736,2048,3072,43,133903,0.0547,0,0,2448023,8
site,4736,2048,3072,47,124782,0.051,1,1,2448023,8
site,4736,2048,3072,79,167815,0.0686,1,1,2448023,8
site,4736,2048,3072,85,214791,0.0877,0,0,2448023,8
site,4736,2048,3072,107,73812,0.0302,0,0,2448023,8
site,4736,2048,3072,111,95436,0.039,0,0,2448023,8
site,4736,2048,3072,115,164398,0.0672,0,0,2448023,8
site,4864,1024,2048,18,28865,0.0316,0,0,912707,8
site,4864,1024,2048,30,33887,0.0371,0,0,912707,8
site,4864,1024,2048,32,32424,0.0355,0,0,912707,8
site,4864,1024,2048,37,89550,0.0981,0,0,912707,8
site,4864,1024,2048,39,98515,0.1079,0,0,912707,8
site,4864,1024,2048,42,39188,0.0429,0,0,912707,8
site,4864,1024,2048,47,83937,0.092,0,0,912707,8
site,4864,1024,2048,55,33216,0.0364,1,1,912707,8
site,4864,1536,512,3,121463,0.056,1,0,2167658,3
site,4864,1536,512,6,714656,0.3297,5,1,2167658,3
site,4864,1536,512,16,174198,0.0804,1,1,2167658,3
site,4864,1536,1024,5,281059,0.0353,1,1,7954290,6
site,4864,1536,1024,11,598611,0.0753,0,0,7954290,6
site,4864,1536,1024,49,257036,0.0323,0,0,7954290,6
site,4864,1536,1024,127,258339,0.0325,0,0,7954290,6
site,4864,1536,1024,158,520655,0.0655,0,0,7954290,6
site,4864,1536,1024,213,813780,0.1023,0,0,7954290,6
site,4864,1536,1536,27,277019,0.0359,0,0,7706956,3
site,4864,1536,1536,30,292567,0.038,0,0,7706956,3
site,4864,1536,1536,113,266329,0.0346,1,1,7706956,3
site,4864,1536,2048,29,259922,0.033,0,0,7866172,4
site,4864,1536,2048,189,249214,0.0317,0,0,7866172,4
site,4864,1536,2048,207,237523,0.0302,0,0,7866172,4
site,4864,1536,2048,214,452379,0.0575,0,0,7866172,4
site,4864,1536,2560,9,459288,0.0784,1,1,5858235,3
site,4864,1536,2560,82,241542,0.0412,0,0,5858235,3
site,4864,1536,2560,95,208735,0.0356,0,0,5858235,3
site,4864,1536,3072,1,20268,0.0331,0,0,611409,6
site,4864,1536,3072,6,267136,0.4369,1,1,611409,6
site,4864,1536,3072,10,36422,0.0596,0,0,611409,6
site,4864,1536,3072,29,37008,0.0605,0,0,611409,6
site,4864,1536,3072,33,23632,0.0387,0,0,611409,6
site,4864,1536,3072,37,19791,0.0324,0,0,611409,6
site,4864,2048,512,14,877472,0.2163,4,4,4057001,3
site,4864,2048,512,37,196110,0.0483,0,0,4057001,3
site,4864,2048,512,123,141146,0.0348,0,0,4057001,3
site,4864,2048,1024,89,285742,0.0428,0,0,6668799,1
site,4864,2048,1536,19,272392,0.0331,0,0,8233586,3
site,4864,2048,1536,40,432842,0.0526,1,1,8233586,3
site,4864,2048,1536,184,388923,0.0472,1,1,8233586,3
site,4864,2048,2048,6,345981,0.0428,0,0,8083681,4
site,4864,2048,2048,46,343912,0.0425,0,0,8083681,4
site,4864,2048,2048,66,702905,0.087,1,1,8083681,4
site,4864,2048,2048,137,341619,0.0423,0,0,8083681,4
site,4992,1536,512,4,925699,0.5649,7,1,1638717,2
site,4992,1536,512,25,116768,0.0713,0,0,1638717,2
site,4992,1536,1024,7,523251,0.0688,19,0,7605244,4
site,4992,1536,1024,30,356232,0.0468,1,1,7605244,4
site,4992,1536,1024,195,344636,0.0453,0,0,7605244,4
site,4992,1536,1024,270,348751,0.0459,0,0,7605244,4
site,4992,1536,1536,10,250165,0.0315,1,1,7931948,7
site,4992,1536,1536,13,273992,0.0345,0,0,7931948,7
site,4992,1536,1536,15,241354,0.0304,0,0,7931948,7
site,4992,1536,1536,29,357687,0.0451,1,1,7931948,7
site,4992,1536,1536,32,704267,0.0888,1,1,7931948,7
site,4992,1536,1536,47,869000,0.1096,0,0,7931948,7
site,4992,1536,1536,58,395086,0.0498,0,0,7931948,7
site,4992,1536,2048,64,474124,0.0596,0,0,7955343,3
site,4992,1536,2048,75,278842,0.0351,0,0,7955343,3
site,4992,1536,2048,81,276361,0.0347,0,0,7955343,3
site,4992,1536,2560,7,1065455,0.1857,7,7,5736355,2
site,4992,1536,2560,107,248146,0.0433,0,0,5736355,2
site,4992,1536,3072,6,26363,0.0365,0,0,721992,11
site,4992,1536,3072,11,22546,0.0312,0,0,721992,11
site,4992,1536,3072,12,41445,0.0574,0,0,721992,11
site,4992,1536,3072,21,48089,0.0666,0,0,721992,11
site,4992,1536,3072,34,73702,0.1021,0,0,721992,11
site,4992,1536,3072,37,57838,0.0801,0,0,721992,11
site,4992,1536,3072,39,56473,0.0782,0,0,721992,11
site,4992,1536,3072,40,24914,0.0345,0,0,721992,11
site,4992,1536,3072,42,46979,0.0651,0,0,721992,11
site,4992,1536,3072,46,45478,0.063,0,0,721992,11
site,4992,1536,3072,50,25501,0.0353,0,0,721992,11
site,4992,2048,512,19,255379,0.0559,3,3,4566749,2
site,4992,2048,512,37,304191,0.0666,6,6,4566749,2
site,4992,2048,1024,56,197997,0.0326,0,0,6070360,2
site,4992,2048,1024,163,194863,0.0321,0,0,6070360,2
site,4992,2048,1536,6,453396,0.0565,0,0,8029118,6
site,4992,2048,1536,14,247946,0.0309,0,0,8029118,6
site,4992,2048,1536,50,360731,0.0449,0,0,8029118,6
site,4992,2048,1536,70,277289,0.0345,0,0,8029118,6
site,4992,2048,1536,72,271208,0.0338,0,0,8029118,6
site,4992,2048,1536,102,424263,0.0528,0,0,8029118,6
site,4992,2048,2048,4,499919,0.0639,0,0,7819224,3
site,4992,2048,2048,141,258479,0.0331,0,0,7819224,3
site,4992,2048,2048,231,341122,0.0436,0,0,7819224,3
site,4992,2048,2560,122,197190,0.0323,0,0,6107635,2
site,4992,2048,2560,317,316255,0.0518,0,0,6107635,2
site,4992,2048,3072,10,219889,0.0741,1,1,2968288,6
site,4992,2048,3072,11,122488,0.0413,0,0,2968288,6
site,4992,2048,3072,55,125580,0.0423,0,0,2968288,6
site,4992,2048,3072,75,89060,0.03,0,0,2968288,6
site,4992,2048,3072,76,109351,0.0368,0,0,2968288,6
site,4992,2048,3072,99,162157,0.0546,0,0,2968288,6
site,4992,2560,1536,1,105853,0.0917,0,0,1153976,9
site,4992,2560,1536,4,40271,0.0349,0,0,1153976,9
site,4992,2560,1536,7,121582,0.1054,0,0,1153976,9
site,4992,2560,1536,8,71780,0.0622,0,0,1153976,9
site,4992,2560,1536,9,45824,0.0397,0,0,1153976,9
site,4992,2560,1536,10,106353,0.0922,0,0,1153976,9
site,4992,2560,1536,11,178642,0.1548,0,0,1153976,9
site,4992,2560,1536,14,62003,0.0537,0,0,1153976,9
site,4992,2560,1536,20,44423,0.0385,0,0,1153976,9
site,5120,1536,512,1,193335,0.1556,2,2,1242520,6
site,5120,1536,512,8,54360,0.0437,0,0,1242520,6
site,5120,1536,512,15,162594,0.1309,0,0,1242520,6
site,5120,1536,512,20,47615,0.0383,1,1,1242520,6
site,5120,1536,512,39,59032,0.0475,0,0,1242520,6
site,5120,1536,512,57,52473,0.0422,0,0,1242520,6
site,5120,1536,1024,3,369249,0.0531,0,0,6957647,7
site,5120,1536,1024,10,267322,0.0384,0,0,6957647,7
site,5120,1536,1024,15,446757,0.0642,4,2,6957647,7
site,5120,1536,1024,34,319450,0.0459,2,0,6957647,7
site,5120,1536,1024,52,250953,0.0361,1,0,6957647,7
site,5120,1536,1024,79,939935,0.1351,0,0,6957647,7
site,5120,1536,1024,118,240543,0.0346,0,0,6957647,7
site,5120,1536,1536,27,371149,0.0465,0,0,7986340,3
site,5120,1536,1536,173,324286,0.0406,0,0,7986340,3
site,5120,1536,1536,186,340261,0.0426,1,1,7986340,3
site,5120,1536,2048,77,290427,0.0368,0,0,7881476,1
site,5120,1536,2560,16,268892,0.0461,0,0,5838613,2
site,5120,1536,2560,94,182392,0.0312,0,0,5838613,2
site,5120,2048,512,24,544212,0.1167,3,3,4665106,1
site,5120,2048,1024,56,200645,0.0313,1,1,6400639,1
site,5120,2048,1536,9,319801,0.0393,0,0,8139984,8
site,5120,2048,1536,56,251868,0.0309,0,0,8139984,8
site,5120,2048,1536,57,367318,0.0451,0,0,8139984,8
site,5120,2048,1536,83,299247,0.0368,0,0,8139984,8
site,5120,2048,1536,87,393241,0.0483,0,0,8139984,8
site,5120,2048,1536,108,263690,0.0324,0,0,8139984,8
site,5120,2048,1536,114,399815,0.0491,0,0,8139984,8
site,5120,2048,1536,137,252349,0.031,0,0,8139984,8
site,5120,2048,2048,73,431899,0.0547,0,0,7901674,2
site,5120,2048,2048,108,310726,0.0393,0,0,7901674,2
site,5120,2048,2560,1,246376,0.04,0,0,6161226,4
site,5120,2048,2560,44,253357,0.0411,0,0,6161226,4
site,5120,2048,2560,105,311802,0.0506,0,0,6161226,4
site,5120,2048,2560,171,318943,0.0518,0,0,6161226,4
site,5120,2048,3072,64,160355,0.0531,0,0,3018968,4
site,5120,2048,3072,120,144240,0.0478,0,0,3018968,4
site,5120,2048,3072,142,146549,0.0485,0,0,3018968,4
site,5120,2048,3072,202,116760,0.0387,0,0,3018968,4
site,5120,2560,1536,6,61305,0.0557,1,1,1099697,7
site,5120,2560,1536,15,33444,0.0304,0,0,1099697,7
site,5120,2560,1536,17,51624,0.0469,0,0,1099697,7
site,5120,2560,1536,30,56369,0.0513,0,0,1099697,7
site,5120,2560,1536,61,33367,0.0303,0,0,1099697,7
site,5120,2560,1536,66,63353,0.0576,0,0,1099697,7
site,5120,2560,1536,67,33409,0.0304,0,0,1099697,7
site,5120,2560,2048,5,31681,0.0748,0,0,423821,9
site,5120,2560,2048,8,12992,0.0307,0,0,423821,9
site,5120,2560,2048,11,23083,0.0545,1,1,423821,9
site,5120,2560,2048,18,15425,0.0364,0,0,423821,9
site,5120,2560,2048,19,12742,0.0301,0,0,423821,9
site,5120,2560,2048,23,19793,0.0467,0,0,423821,9
site,5120,2560,2048,24,48247,0.1138,0,0,423821,9
site,5120,2560,2048,25,85915,0.2027,0,0,423821,9
site,5120,2560,2048,27,13803,0.0326,0,0,423821,9
site,5248,1536,512,1,92776,0.0695,1,1,1334701,7
site,5248,1536,512,12,41986,0.0315,0,0,1334701,7
site,5248,1536,512,13,204934,0.1535,0,0,1334701,7
site,5248,1536,512,22,49781,0.0373,0,0,1334701,7
site,5248,1536,512,42,84026,0.063,0,0,1334701,7
site,5248,1536,512,77,67060,0.0502,0,0,1334701,7
site,5248,1536,512,95,51128,0.0383,0,0,1334701,7
site,5248,1536,1024,1,348719,0.0482,0,0,7238770,4
site,5248,1536,1024,11,320708,0.0443,0,0,7238770,4
site,5248,1536,1024,31,310915,0.043,0,0,7238770,4
site,5248,1536,1024,145,322757,0.0446,0,0,7238770,4
site,5248,1536,1536,10,430365,0.0545,2,2,7895400,7
site,5248,1536,1536,15,256636,0.0325,1,1,7895400,7
site,5248,1536,1536,28,245049,0.031,0,0,7895400,7
site,5248,1536,1536,29,257000,0.0326,0,0,7895400,7
site,5248,1536,1536,92,575465,0.0729,1,1,7895400,7
site,5248,1536,1536,130,264201,0.0335,0,0,7895400,7
site,5248,1536,1536,227,321796,0.0408,0,0,7895400,7
site,5248,1536,2048,129,940294,0.1202,0,0,7824110,3
site,5248,1536,2048,189,411365,0.0526,0,0,7824110,3
site,5248,1536,2048,205,328039,0.0419,1,1,7824110,3
site,5248,1536,2560,38,172762,0.0314,0,0,5497751,3
site,5248,1536,2560,110,208138,0.0379,0,0,5497751,3
site,5248,1536,2560,122,172824,0.0314,0,0,5497751,3
site,5248,1536,3072,4,43388,0.0551,0,0,787598,10
site,5248,1536,3072,7,40797,0.0518,0,0,787598,10
site,5248,1536,3072,10,35850,0.0455,0,0,787598,10
site,5248,1536,3072,11,47818,0.0607,0,0,787598,10
site,5248,1536,3072,12,28532,0.0362,0,0,787598,10
site,5248,1536,3072,13,91547,0.1162,0,0,787598,10
site,5248,1536,3072,20,41343,0.0525,0,0,787598,10
site,5248,1536,3072,23,53376,0.0678,0,0,787598,10
site,5248,1536,3072,26,53521,0.068,0,0,787598,10
site,5248,1536,3072,31,96321,0.1223,0,0,787598,10
site,5248,2048,512,25,732031,0.1513,4,4,4839160,3
site,5248,2048,512,47,183490,0.0379,0,0,4839160,3
site,5248,2048,512,91,169824,0.0351,0,0,4839160,3
site,5248,2048,1024,87,295455,0.0426,0,0,6943114,2
site,5248,2048,1024,184,356826,0.0514,0,0,6943114,2
site,5248,2048,1536,4,249272,0.0313,0,0,7956722,7
site,5248,2048,1536,18,251907,0.0317,1,1,7956722,7
site,5248,2048,1536,29,549949,0.0691,0,0,7956722,7
site,5248,2048,1536,40,681721,0.0857,0,0,7956722,7
site,5248,2048,1536,65,245462,0.0308,0,0,7956722,7
site,5248,2048,1536,121,347963,0.0437,0,0,7956722,7
site,5248,2048,1536,124,382781,0.0481,0,0,7956722,7
site,5248,2048,2048,23,470480,0.0588,0,0,8000273,5
site,5248,2048,2048,25,417777,0.0522,0,0,8000273,5
site,5248,2048,2048,86,476703,0.0596,1,1,8000273,5
site,5248,2048,2048,99,293375,0.0367,0,0,8000273,5
site,5248,2048,2048,123,336866,0.0421,0,0,8000273,5
site,5248,2048,2560,70,272664,0.0426,0,0,6405058,2
site,5248,2048,2560,185,285567,0.0446,0,0,6405058,2
site,5248,2048,3072,2,431945,0.1395,4,4,3096769,5
