z,theta_deg,counted,pitch_ref_um,ratio_naive,ratio_va,void_fraction,n_fragment,n_ambiguous
848,342.0,45.0,181.39999999999964,0.6362233445566767,0.8151831990173448,0.2513637441694996,7,4
848,348.0,48.0,220.30000000000018,0.6771169509758727,0.8552710331775027,0.25420712499594067,5,4
848,354.0,51.0,285.2,0.840054058424682,1.0469218976053205,0.23440050735786344,12,0
880,0.0,56.0,241.90000000000146,0.7494633412264633,0.7902646194054277,0.06589505913227797,2,4
880,6.0,70.0,155.5,0.601069058058246,0.7358906406338731,0.2194397874556502,1,7
880,12.0,77.0,146.8499999999999,0.7198781469939419,0.8133919836565571,0.14436461318972274,2,5
880,18.0,59.0,181.39999999999964,0.6970924628090547,0.7737285378637253,0.12414479494852296,2,4
880,24.0,81.0,155.5,0.78843589791741,0.8213081723276756,0.05024715862400281,10,8
880,30.0,66.0,190.10000000000036,0.8040682137158032,0.8040682137158032,0.0,3,3
880,36.0,65.0,181.5,0.7901875418620228,0.7901875418620228,0.0,7,7
880,42.0,62.0,198.70000000000027,0.9181317493795613,0.9181317493795613,0.0,5,3
880,48.0,58.0,190.09999999999945,0.9108768567321488,0.962397220815946,0.0703428595408955,5,2
880,54.0,53.0,181.5,0.8725407494081473,0.8725407494081473,0.0,5,2
880,60.0,51.0,181.39999999999964,0.9051276281417835,0.9051276281417835,0.0,3,2
880,66.0,53.0,155.54999999999995,0.8596207685770738,0.859620768577074,0.0,4,3
880,72.0,53.0,164.19999999999982,0.9493400239991261,0.9493400239991263,0.0,3,1
880,78.0,51.0,155.5,0.8955046917873959,0.9502042870322664,0.07646774860925935,2,0
880,84.0,54.0,146.89999999999964,0.876908280916636,0.9245885589071728,0.06892754404890322,1,1
880,90.0,49.0,138.29999999999973,0.8136270860847624,0.8136270860847624,0.0,0,2
880,96.0,54.0,138.20000000000013,0.9101752588635623,0.9101752588635622,0.0,0,1
880,102.0,53.0,120.95000000000027,0.7867921865123462,0.7867921865123462,0.0,0,2
880,108.0,50.0,138.30000000000018,0.8398105416565471,0.8398105416565471,0.0,0,2
880,114.0,52.0,129.60000000000008,0.8041237113402067,0.8041237113402067,0.0,0,4
880,120.0,47.0,138.25000000000045,0.7475681241622926,0.8192334362983068,0.10505518144407029,1,2
880,126.0,51.0,146.79999999999973,0.8268504406599946,0.8268504406599946,0.0,0,1
880,132.0,52.0,129.60000000000036,0.722888464591425,0.8000000000000022,0.12594365277928854,0,2
880,138.0,54.0,138.19999999999982,0.7712053571428562,0.7712053571428562,0.0,0,4
880,144.0,56.0,146.9000000000001,0.8151730151809431,0.8577654971065121,0.06516033666173941,1,3
880,150.0,54.0,151.19999999999982,0.7686036769620338,0.815362952754725,0.07261476169103406,0,4
880,156.0,57.0,164.19999999999982,0.8206544612794604,0.8652251486045492,0.06687365443125819,3,2
880,162.0,52.0,155.5,0.6414558493379978,0.722131923482237,0.12560440796131797,1,6
880,168.0,53.0,190.10000000000036,0.6337623289049932,0.8223660583107528,0.26842591118892245,1,3
880,174.0,57.0,207.39999999999964,0.6694035175139567,0.8461670603392727,0.2470319948661532,3,2
880,180.0,50.0,285.10000000000036,0.8111553059401274,0.872959980403565,0.08845713360248945,7,3
880,186.0,57.0,241.89999999999998,0.8072160784015266,0.8990747321678914,0.13236813663194652,9,3
880,192.0,71.0,164.2000000000004,0.7297595052393071,0.798889878708972,0.10820178101598873,6,2
880,198.0,72.0,151.19999999999982,0.7033239655005321,0.8144845129432882,0.1674202240446785,5,6
880,204.0,55.0,190.09999999999923,0.7110021556853623,0.8271560010442759,0.18155450837742504,7,4
880,210.0,54.0,172.80000000000018,0.6565349544072955,0.747926034578114,0.14831196581196582,6,7
880,216.0,53.0,185.69999999999982,0.7135213901998732,0.884778582858375,0.22349353321575546,8,3
880,222.0,39.0,250.59999999999945,0.7785150431340045,1.0036970854642906,0.2900278786992109,9,2
880,228.0,36.0,237.59999999999945,0.867276377425829,0.9979815421950999,0.15888831168831172,9,2
880,234.0,23.0,272.2000000000007,0.6620349808599301,0.7500958497076603,0.15051609250468184,3,3
880,240.0,27.0,129.59999999999945,0.4086752391296714,0.7283930058284735,0.5071566639391891,1,5
880,246.0,20.0,306.6999999999998,0.7255565281162022,0.9510667328206396,0.3213255599877263,2,1
880,252.0,25.0,216.0,0.6578947368421053,0.8311144629307559,0.2681056056056056,3,2
880,258.0,13.0,423.3000000000002,0.6945650527591258,0.6945650527591258,0.0,4,2
880,264.0,24.0,198.69999999999982,0.6916617111694484,0.8692196926890612,0.26968339307048983,4,1
880,270.0,21.0,181.5,0.559823159626344,0.7618885801667099,0.3272570885331,0,2
880,276.0,19.0,194.40000000000032,0.6551724137931045,0.6551724137931045,0.0,1,4
880,282.0,18.0,159.84999999999968,0.5392999390843906,0.7018404010098411,0.3005178343702903,0,3
880,288.0,18.0,185.79999999999995,0.6403339141090199,0.7604711446632406,0.20069087371701974,1,2
880,294.0,15.0,337.0,1.0104745532323192,1.0104745532323192,0.0,4,0
880,300.0,19.0,276.5,1.05015391996162,1.05015391996162,0.0,4,1
880,306.0,18.0,121.0,0.4599983103826984,0.7181482458454236,0.42134466166717244,0,2
880,312.0,17.0,146.89999999999964,0.589876228269084,0.9004146385433548,0.429172682115154,0,0
880,318.0,21.0,216.0,0.7800918362082307,0.8928606578351673,0.16975369282154792,4,2
880,324.0,25.0,190.10000000000036,0.48250690383365913,0.8124903834646895,0.4338112738754594,2,2
880,330.0,31.0,241.89999999999998,0.6960181919435677,1.1495914519170332,0.4725173517152324,6,0
880,336.0,41.0,207.35000000000036,0.7711219857319747,0.9571490494767493,0.23641759034139753,6,1
880,342.0,52.0,164.10000000000036,0.618047759421152,0.8327673029628779,0.30905399264069894,6,5
880,348.0,47.0,207.35000000000082,0.6002907379631734,0.8149936860767569,0.30566162523709695,1,2
880,354.0,58.0,207.4000000000001,0.694049700263676,0.8141755839374069,0.1856638150018978,4,2
912,0.0,63.0,190.10000000000036,0.7112070501324289,0.7998490636604081,0.1349245914242642,3,5
912,6.0,120.0,129.5999999999999,0.9513730432069681,1.1857725591856956,0.247205145122801,51,6
912,12.0,116.0,129.60000000000036,1.0571111142362946,1.1233187877338784,0.07787507628549938,45,5
912,18.0,115.0,112.30000000000018,0.8881377612422733,1.0175307280176504,0.15928559547571525,41,9
912,24.0,131.0,103.69999999999982,0.8744745633967811,0.9681642601593553,0.11086125332123652,51,14
912,30.0,138.0,138.19999999999982,1.1854844725129898,1.234551598244454,0.0487541851104117,59,4
912,36.0,142.0,120.90000000000009,1.120715992323059,1.1891363976394322,0.07390591997473292,69,5
912,42.0,125.0,112.39999999999964,1.0125396367829311,1.044400008920139,0.03892150309512045,56,8
912,48.0,117.0,95.0,0.8958652373660031,1.0258989884072949,0.1585932423651721,56,9
912,54.0,108.0,34.59999999999991,0.34325081522987094,0.9025868940363744,0.7300841327325169,37,17
912,60.0,108.0,103.60000000000036,1.1058967718979222,1.1460294373713307,0.04572689688230238,52,2
912,66.0,97.0,138.20000000000027,1.4092256586001752,1.4092256586001752,0.0,41,1
912,72.0,102.0,121.0,1.303342309520038,1.303342309520038,0.0,41,2
912,78.0,105.0,120.89999999999964,1.3296568627450942,1.3296568627450942,0.0,43,3
912,84.0,95.0,112.29999999999984,1.1884392162104942,1.1884392162104942,0.0,33,2
912,90.0,65.0,121.0,0.849957853329587,0.849957853329587,0.0,0,3
912,96.0,97.0,103.70000000000073,1.1700749115950202,1.1700749115950202,0.0,37,3
912,102.0,99.0,103.69999999999982,1.1942001675041856,1.1942001675041856,0.0,37,2
912,108.0,105.0,103.70000000000005,1.234327884462784,1.234327884462784,0.0,44,2
912,114.0,103.0,108.00000000000011,1.2641196390827076,1.3762727801353525,0.10735405784762658,45,1
912,120.0,103.0,112.30000000000018,1.272584247411794,1.272584247411794,0.0,48,4
912,126.0,110.0,121.0,1.397903669628416,1.397903669628416,0.0,52,2
912,132.0,118.0,121.0,1.3782651504913412,1.3782651504913412,0.0,56,3
912,138.0,112.0,112.30000000000018,1.1768404506156687,1.1768404506156687,0.0,49,5
912,144.0,107.0,133.9000000000001,1.2960135324607196,1.4082822206495251,0.1052193022616976,50,2
912,150.0,106.0,125.29999999999927,1.259511436482942,1.259511436482942,0.0,51,4
912,156.0,113.0,146.89999999999964,1.3530011085028657,1.4316380477623747,0.06771215733507133,53,1
912,162.0,120.0,138.30000000000018,1.2360538036435154,1.3265338747322333,0.07932542161149285,55,1
912,168.0,107.0,146.9000000000001,0.9534852685152052,1.2333882611424993,0.24696110954695133,44,4
912,174.0,117.0,172.80000000000018,1.1063829787234054,1.2367849561690607,0.1255358879165561,55,4
912,180.0,62.0,198.6999999999996,0.6789792768959421,0.8979023629393138,0.2908059491900386,10,2
912,186.0,115.0,146.9000000000001,0.9885020479812763,1.0814400850121317,0.10402464720151572,46,7
912,192.0,123.0,155.5,1.1888970387130462,1.3044946119219751,0.1090000690430012,50,1
912,198.0,101.0,138.19999999999982,0.8920687671758153,0.9832972885391632,0.12033813060971843,37,11
912,204.0,111.0,129.59999999999945,0.9103369719980979,1.0277851207784652,0.14002513893408366,48,11
912,210.0,102.0,121.0,0.879059829059829,1.0291346330236977,0.18186651339895105,34,5
912,216.0,87.0,164.14999999999964,1.0434977988053247,1.1518508511213161,0.11949029700627141,36,4
912,222.0,78.0,172.79999999999973,1.0393023202017149,1.14705882352941,0.12221883572081679,38,5
912,228.0,67.0,121.0,0.7722717573540618,1.1065008803417637,0.3638860513077502,23,4
912,234.0,55.0,51.79999999999961,0.2874844855248664,0.9212015391082177,0.7703559437225485,14,7
912,240.0,45.0,103.69999999999982,0.5052402503193946,0.8491956616683639,0.4777662195455791,16,5
912,246.0,40.0,69.10000000000014,0.3318525633329338,1.0559290953545246,0.783484061550382,12,1
912,252.0,39.0,51.899999999999636,0.25381200782464586,1.1150837373292155,0.8626008153580129,11,0
912,258.0,36.0,95.10000000000036,0.4432303668988391,1.0185647982863297,0.6342163557955722,11,2
912,264.0,36.0,138.19999999999982,0.686329148848116,0.9409183750661915,0.3341396186083141,13,5
912,270.0,15.0,501.20000000000005,0.9540851290641894,0.9540851290641894,0.0,3,1
912,276.0,23.0,250.54999999999995,1.1006140359253989,1.1006140359253989,0.0,8,2
912,282.0,21.0,207.3499999999999,0.940251130953023,1.1300020760886484,0.22266428555281775,8,2
912,288.0,19.0,211.65000000000003,0.9469910160251505,1.2152765185856755,0.28479726380489734,7,1
912,294.0,27.0,164.19999999999993,0.9811011773037086,1.1082114735658037,0.1567308133927341,11,1
912,300.0,25.0,181.4,1.0646789529287477,1.2992407964475003,0.23304970451926144,11,1
912,306.0,28.0,155.60000000000036,1.0186817554771004,1.2669167466341007,0.24108897677917154,12,0
912,312.0,22.0,8.700000000000273,0.06879695194277918,0.8832487309644811,0.9563712410759356,0,0
912,318.0,50.0,60.5,0.3033919723988526,0.8730914653505351,0.7114358079131389,21,9
912,324.0,60.0,60.400000000000546,0.3634758886303491,0.8776943569871707,0.6564883955600406,20,9
912,330.0,76.0,95.0,0.6855233049439334,0.8833749327068958,0.25331749240689466,35,14
912,336.0,82.0,86.39999999999964,0.5811500287097016,1.026291773499627,0.5082117542091438,34,7
912,342.0,93.0,69.10000000000002,0.4560311670616956,0.9239694612586449,0.5680717693454185,31,10
912,348.0,88.0,121.0,0.6927510962486826,0.9906498581197376,0.35070428076802007,27,4
912,354.0,98.0,138.30000000000018,0.8361805696940543,1.056325843484768,0.2532295400238947,43,5
944,0.0,68.0,172.8000000000011,0.6162204683116174,0.8217465190603787,0.29812073646385173,1,3
944,6.0,74.0,181.40000000000072,0.7444445060643228,0.8797687785504125,0.185868024627037,4,3
944,12.0,61.0,207.29999999999927,0.8006445526437395,0.9591034927376811,0.19401280587171035,4,2
944,18.0,76.0,138.29999999999927,0.6979468246168521,0.8175411850722546,0.17544717953529526,6,7
944,24.0,74.0,146.89999999999964,0.7024938123210726,0.7952972506328353,0.136976917154899,2,4
944,30.0,76.0,168.45000000000027,0.788368634478428,0.8910093122311786,0.14784946236559146,3,3
944,36.0,70.0,172.7999999999996,0.7650273224043699,0.8298743799611665,0.10110369347247802,3,2
944,42.0,75.0,172.80000000000064,0.8987392685260985,0.8987392685260985,0.0,9,1
944,48.0,59.0,146.89999999999964,0.6665359296173233,0.7392235129556641,0.12230579560215613,3,8
944,54.0,59.0,185.80000000000018,0.9479018046296065,0.9479018046296065,0.0,8,2
944,60.0,59.0,172.7999999999996,0.9523773937412402,1.0128654738368894,0.07710639752378415,5,0
944,66.0,57.0,164.10000000000002,0.8984353238370586,0.8984353238370586,0.0,0,1
944,72.0,59.0,159.8499999999999,0.9479543067358862,0.9479543067358862,0.0,5,2
944,78.0,57.0,164.0999999999999,0.9700794424508923,0.9700794424508923,0.0,1,0
944,84.0,60.0,155.5,0.9489132756323546,0.9489132756323548,0.0,0,2
944,90.0,56.0,155.54999999999995,0.9378502484375081,0.9378502484375081,0.0,0,1
944,96.0,57.0,155.5,0.9650708273902204,0.9650708273902204,0.0,3,0
944,102.0,57.0,138.30000000000018,0.8623703671290434,0.9069374137137611,0.06525675060258361,1,1
944,108.0,57.0,138.20000000000005,0.8569004340306108,0.8569004340306108,0.0,1,3
944,114.0,59.0,129.60000000000036,0.8194444444444468,0.8567298965837941,0.05821813597635202,1,1
944,120.0,55.0,146.89999999999964,0.836430457062993,0.8863766017202013,0.07266152261211443,0,3
944,126.0,57.0,151.20000000000073,0.8536619188177301,0.8536619188177301,0.0,1,1
944,132.0,52.0,181.3999999999998,0.8509440600445635,0.8970974245824924,0.06893990113447726,0,0
944,138.0,63.0,159.85000000000036,0.880673892986915,0.880673892986915,0.0,1,0
944,144.0,57.0,181.39999999999964,0.8891086384508211,0.8891086384508211,0.0,0,1
944,150.0,52.0,172.79999999999927,0.7831270698971556,0.8319922963676228,0.07492124730117154,0,2
944,156.0,55.0,207.39999999999964,0.8573017578932324,0.9061372988259204,0.07058167853843629,2,2
944,162.0,57.0,181.39999999999964,0.7106538279139762,0.7994278645430632,0.13769896229894976,1,5
944,168.0,66.0,177.10000000000082,0.6946583939523637,0.7632474223438259,0.11209480278450153,2,5
944,174.0,65.0,216.0,0.7264223183426808,0.929641253823845,0.2549760354967664,5,2
944,180.0,62.0,190.09999999999854,0.6203491707589179,0.7926373271641413,0.2599844756821129,3,4
944,186.0,71.0,164.10000000000036,0.6536674857777642,0.8012695312500017,0.22309046947639033,3,4
944,192.0,72.0,185.79999999999973,0.8083141993957693,0.8759904134525967,0.1008420821060609,5,5
944,198.0,66.0,168.5,0.6804956402019274,0.7815124278817436,0.16185853839495484,3,4
944,204.0,67.0,233.30000000000018,0.9506811823379158,0.9506811823379158,0.0,9,3
944,210.0,76.0,181.45,0.8440438847489785,0.8745687468290207,0.04652530204000791,8,3
944,216.0,63.0,198.70000000000073,0.8026892890120065,0.8379700909054426,0.05555158639950645,8,5
944,222.0,52.0,207.39999999999964,0.7578811260558518,0.836043969673947,0.12445445987962464,9,1
944,228.0,54.0,164.20000000000027,0.7540372987728665,0.8151205655503373,0.09016032911021223,6,3
944,234.0,35.0,207.4000000000001,0.6737391175214869,0.9334893649854686,0.3426013551879471,6,2
944,240.0,35.0,241.89999999999986,0.8484147025813688,0.9262014418396031,0.11091370297721136,9,2
944,246.0,30.0,190.10000000000036,0.5935863942462828,0.9649909473933583,0.4733902480462113,7,2
944,252.0,30.0,112.30000000000018,0.4313369011343566,0.7941634057800208,0.5510567268098151,2,3
944,258.0,20.0,142.5999999999999,0.37151380150324986,0.7694175412091614,0.583719355994744,2,3
944,264.0,22.0,285.10000000000014,0.8353799845502256,0.8353799845502254,0.0,6,3
944,270.0,17.0,371.4999999999998,0.8041330311441591,1.251635023187601,0.42493618272456335,6,0
944,276.0,15.0,198.69999999999982,0.7231941377720615,1.0680116099903243,0.3898689644623465,4,0
944,282.0,19.0,241.9000000000001,0.9924424002936671,0.9924424002936669,0.0,7,2
944,288.0,20.0,164.19999999999982,0.6334754345016487,0.859910971458496,0.33735731787485806,3,2
944,294.0,22.0,120.95000000000005,0.5579166972438595,0.7699363425925928,0.36059719473367174,1,1
944,300.0,19.0,194.39999999999992,0.8325106498072891,0.8325106498072891,0.0,5,1
944,306.0,21.0,151.20000000000005,0.768013932225528,0.768013932225528,0.0,4,3
944,312.0,20.0,259.20000000000005,0.5952326275662518,1.111087296654307,0.5398698224852071,6,0
944,318.0,35.0,138.25000000000045,0.48320576002237053,0.8875183418928858,0.5319271740451215,4,2
944,324.0,41.0,194.4500000000001,0.7222959597378068,0.8426735300024314,0.1633466135458167,7,3
944,330.0,49.0,190.10000000000036,0.7399531318266684,0.8242399037270393,0.13449316040779455,3,4
944,336.0,46.0,168.44999999999965,0.5992923297047494,0.8153179221161823,0.30805638923934087,4,4
944,342.0,63.0,216.0,0.874516406822359,1.0038285347555713,0.15878550108833078,18,2
944,348.0,60.0,207.39999999999964,0.7307319651193505,0.9052420234821686,0.2444700721075253,9,5
944,354.0,70.0,224.69999999999936,0.8237493715434869,0.8583121879348425,0.05265584508497752,6,2
976,0.0,67.0,267.7999999999993,0.948696392409411,0.948696392409411,0.0,10,2
976,6.0,74.0,216.0,0.8616665139271485,0.8950159304324453,0.04948156713446522,8,4
976,12.0,66.0,198.69999999999982,0.8413765670511842,0.8413765670511842,0.0,3,3
976,18.0,75.0,172.8000000000011,0.8551915272691333,0.8949905390660663,0.05651561571784236,4,3
976,24.0,77.0,177.09999999999982,0.8722408069540292,0.9278812786630912,0.07210972374975741,2,3
976,30.0,74.0,181.39999999999964,0.8513245264112516,0.9331470320396497,0.11198152247136937,2,2
976,36.0,90.0,155.60000000000036,0.8728224625261013,0.9080239909223558,0.04893982591620562,5,2
976,42.0,76.0,172.79999999999927,0.873563218390801,0.9074626865671604,0.04941860465116283,3,3
976,48.0,71.0,155.5,0.850191361399672,0.896100839244842,0.06397306397306399,3,2
976,54.0,66.0,155.5,0.8209020884491405,0.8209020884491407,0.0,3,4
976,60.0,60.0,155.5,0.8010852859608301,0.8529739810937814,0.07518796992481203,4,4
976,66.0,67.0,138.20000000000073,0.8471933757262498,0.8471933757262499,0.0,1,3
976,72.0,61.0,129.60000000000036,0.8250727950155006,0.8250727950155007,0.0,0,2
976,78.0,67.0,129.60000000000036,0.8582442129400857,0.905405405405408,0.06574020304771824,1,1
976,84.0,64.0,138.19999999999982,0.8595362577986811,0.8595362577986811,0.0,0,3
976,90.0,60.0,138.29999999999973,0.8469248198575174,0.9034885240189869,0.07781976292768775,0,1
976,96.0,61.0,121.0,0.7613909491340094,0.7613909491340094,0.0,0,5
976,102.0,63.0,129.6000000000002,0.8063203634208979,0.8063203634208979,0.0,1,4
976,108.0,60.0,146.80000000000018,0.9013784704810841,0.9013784704810841,0.0,5,2
976,114.0,60.0,129.59999999999945,0.7832945513885917,0.8287328146648157,0.06878144870734965,0,2
976,120.0,63.0,138.2,0.8503867791842474,0.8503867791842474,0.0,2,3
976,126.0,62.0,138.25000000000045,0.8032932069406657,0.8471954534222906,0.0656273143312888,0,1
976,132.0,64.0,146.9000000000001,0.8102382901710696,0.8534495279593324,0.06410278791264423,0,3
976,138.0,71.0,155.5,0.9199726687165131,0.9593427409544334,0.054704779914565994,3,1
976,144.0,64.0,155.5,0.8706378437016105,0.9105631547646279,0.05824286930608772,0,1
976,150.0,64.0,164.10000000000036,0.861487982938235,0.861487982938235,0.0,2,2
976,156.0,63.0,190.09999999999968,0.8431520254572578,0.8431520254572578,0.0,1,4
976,162.0,59.0,198.69999999999982,0.7492362753243428,0.8071841197490991,0.08557575914501922,5,5
976,168.0,65.0,181.39999999999964,0.6428205379826185,0.8206373842052866,0.24881065127855007,1,1
976,174.0,79.0,198.7500000000009,0.8033898305084782,0.8347554945931327,0.048234685965365745,6,2
976,180.0,70.0,181.4000000000001,0.6916159674072302,0.8388716390301912,0.2172071403031053,3,3
976,186.0,71.0,172.80000000000018,0.6930194199984192,0.7871326194768624,0.15031430755364897,4,5
976,192.0,81.0,198.70000000000073,0.9824984433564932,0.9824984433564932,0.0,9,0
976,198.0,71.0,181.5,0.8083973200843119,0.8083973200843119,0.0,1,3
976,204.0,67.0,190.10000000000036,0.8443008186669334,0.8443008186669334,0.0,5,6
976,210.0,76.0,172.80000000000018,0.835627159409778,0.835627159409778,0.0,6,6
976,216.0,58.0,164.10000000000036,0.6499143034681503,0.7535031746283088,0.1730315042194385,6,7
976,222.0,65.0,155.5,0.6669636081691908,0.7651168776115786,0.1607173811587439,4,6
976,228.0,41.0,198.69999999999982,0.73606555895879,0.9110194131329388,0.2503956132926065,6,2
976,234.0,39.0,172.80000000000018,0.6136922432476739,0.850597634704465,0.33093092537423896,2,3
976,240.0,31.0,410.39999999999964,1.1832039060683552,1.1832039060683552,0.0,9,0
976,246.0,29.0,203.00000000000023,0.6064695580508918,0.7386263832777102,0.22546296296296298,5,5
976,252.0,30.0,224.60000000000036,0.7434378206613497,0.8902688775847274,0.2199418466516569,5,2
976,258.0,27.0,146.89999999999964,0.5458561558999189,0.7452369320957483,0.3143286559071819,1,3
976,264.0,15.0,328.3000000000002,0.7071570119762203,1.1067535678166092,0.4778690377514882,2,0
976,270.0,16.0,319.6999999999998,0.7141540781280538,1.0783825947632493,0.4002542781569217,4,0
976,276.0,19.0,285.2000000000003,0.8674521354933733,1.1592503850761606,0.3115942028985508,4,0
976,282.0,15.0,177.14999999999986,0.7510493068215537,0.9521804565162857,0.2750751286857687,2,1
976,288.0,11.0,293.8000000000002,0.777641425443346,0.777641425443346,0.0,3,2
976,294.0,16.0,181.4500000000005,0.7924986692508242,0.7924986692508242,0.0,2,0
976,300.0,11.0,298.09999999999997,0.848101593213325,0.848101593213325,0.0,2,1
976,306.0,12.0,207.40000000000055,0.6714509253763573,0.6714509253763573,0.0,1,2
976,312.0,22.0,185.70000000000005,0.4674745116885794,0.7828986451526362,0.4767700149644594,2,4
976,318.0,22.0,250.60000000000014,0.6368267242673816,0.8752917268642739,0.3401810460703962,2,2
976,324.0,42.0,190.09999999999945,0.7328248478673878,0.9324830944956354,0.23567491826249418,10,3
976,330.0,51.0,194.39999999999986,0.8276276577095484,0.9991433955799207,0.2074858505375523,11,1
976,336.0,43.0,207.30000000000018,0.761403239032391,0.9705795886368842,0.2734806389620779,8,2
976,342.0,60.0,177.10000000000036,0.7066146203924765,0.8520089482588598,0.22035152885443587,7,4
976,348.0,67.0,190.10000000000036,0.7832907967159696,0.9088489449911178,0.16344334926324172,13,3
976,354.0,72.0,220.34999999999945,0.8651330946726665,0.9032177259581424,0.054840187436872544,11,4
1008,0.0,73.0,233.20000000000073,0.8668438687075479,0.8668438687075479,0.0,8,6
1008,6.0,85.0,172.80000000000018,0.7863081312869059,0.7863081312869059,0.0,3,6
1008,12.0,76.0,164.19999999999982,0.7342908754979427,0.8187860456266272,0.1237144028471781,3,2
1008,18.0,78.0,146.89999999999964,0.7737374146628023,0.8081561834365415,0.05303505660892104,0,5
1008,24.0,84.0,164.19999999999982,0.8878646651389129,0.8878646651389129,0.0,4,5
1008,30.0,86.0,146.89999999999986,0.7925198233463808,0.7925198233463809,0.0,2,7
1008,36.0,87.0,129.60000000000036,0.7001055572803497,0.7703638922671208,0.11627877862213157,2,10
1008,42.0,80.0,146.90000000000077,0.7436750914406528,0.8506387752886292,0.15507450960353092,4,3
1008,48.0,75.0,146.89999999999964,0.7709613312247193,0.8168916965099966,0.0671959953901737,3,5
1008,54.0,70.0,142.54999999999927,0.7595635278580171,0.8372032536696032,0.11569421144167574,1,2
1008,60.0,67.0,155.5,0.8259211694571283,0.8725419583933537,0.06657891146088339,2,1
1008,66.0,68.0,138.25000000000034,0.786184691936194,0.8615009599215588,0.11184060239434829,3,2
1008,72.0,64.0,138.19999999999982,0.772026604751845,0.8282423447888367,0.08091249646593167,1,6
1008,78.0,62.0,129.60000000000036,0.7506095339517439,0.827398727268985,0.11845526840846113,2,3
1008,84.0,68.0,121.0,0.7876850025847708,0.7876850025847708,0.0,1,4
1008,90.0,65.0,129.60000000000014,0.815899581589959,0.815899581589959,0.0,0,3
1008,96.0,65.0,129.60000000000036,0.8220942714940981,0.8220942714940982,0.0,0,2
1008,102.0,61.0,129.59999999999945,0.7379032258064485,0.8005265556174338,0.0914304610733182,1,5
1008,108.0,61.0,121.0,0.6917266456740141,0.7924544507789266,0.16297609342711442,1,4
1008,114.0,56.0,125.29999999999973,0.6654022683306136,0.833794783435326,0.2404629602971237,0,2
1008,120.0,64.0,129.59999999999854,0.7637287761040025,0.8376997192316149,0.11352368882096399,0,2
1008,126.0,65.0,138.2999999999995,0.7611189663785121,0.8090485276117763,0.0717920600380378,0,4
1008,132.0,69.0,138.19999999999982,0.8097449963061393,0.8425116846169467,0.05122829327811239,0,5
1008,138.0,70.0,146.89999999999986,0.85011574074074,0.8501157407407399,0.0,1,2
1008,144.0,61.0,164.10000000000014,0.8228606658446369,0.8228606658446369,0.0,0,4
1008,150.0,62.0,177.10000000000036,0.8486520744450645,0.8486520744450645,0.0,3,4
1008,156.0,69.0,181.39999999999964,0.8442217156115509,0.8442217156115509,0.0,4,4
1008,162.0,60.0,155.5,0.6245565180137362,0.7276726175156181,0.1747536037772862,1,6
1008,168.0,81.0,181.39999999999986,0.7670830962312509,0.8164315361919416,0.08014335784119958,1,6
1008,174.0,75.0,207.40000000000146,0.8087830038580383,0.8956951354339475,0.11989361478460138,8,2
1008,180.0,73.0,172.80000000000018,0.6712643678160927,0.7553035428804097,0.14014028529689784,0,5
1008,186.0,82.0,172.79999999999995,0.81027482644647,0.8912987413273616,0.11177272359742646,5,3
1008,192.0,74.0,168.5000000000001,0.7510676617454843,0.882404976398905,0.19138086313073532,3,4
1008,198.0,81.0,181.39999999999964,0.9500759755584994,0.9500759755584994,0.0,12,1
1008,204.0,72.0,172.8000000000011,0.7855934129770463,0.8500567087085499,0.09873343377339702,8,5
1008,210.0,72.0,194.4000000000001,0.8740188456566947,0.9225476044529693,0.06553770883507476,8,1
1008,216.0,55.0,190.10000000000036,0.6875723379629642,0.7782169227104935,0.14327097886962842,5,6
1008,222.0,65.0,181.4000000000001,0.7952813263007383,0.8664883375710993,0.10797006445973989,8,4
1008,228.0,56.0,164.10000000000036,0.7417128744037402,0.7815016710746769,0.06501930375605285,6,5
1008,234.0,45.0,172.79999999999927,0.7352982894102265,0.7352982894102265,0.0,4,7
1008,240.0,38.0,276.5,0.9903015108530713,0.9903015108530715,0.0,9,1
1008,246.0,31.0,276.5,0.8841976047286496,0.8841976047286496,0.0,7,2
1008,252.0,26.0,190.10000000000002,0.5647201307084996,0.671430318014481,0.2068627221975659,2,7
1008,258.0,28.0,190.10000000000014,0.6305663819553866,0.8106115984405463,0.273305700988947,3,2
1008,264.0,19.0,293.6999999999998,0.7184349774052755,0.8465004095749517,0.1965317919075144,2,1
1008,270.0,17.0,216.0,0.47539519167281624,0.9320270064470276,0.5615668411448969,0,0
1008,276.0,30.0,207.30000000000018,0.8015621374990339,0.921647376142983,0.16132321587011508,5,1
1008,282.0,27.0,216.0,0.7885450046647468,0.8800494952391013,0.13718854023036534,7,3
1008,288.0,30.0,172.80000000000018,0.7334984082065802,0.9661727704780553,0.29698173959708185,4,1
1008,294.0,20.0,190.1,0.5006188607694941,0.7297644868423578,0.3734080626645958,1,3
1008,300.0,24.0,164.0999999999999,0.6227211637283576,0.84103527803878,0.3197681968703331,3,2
1008,306.0,25.0,198.70000000000027,0.5703804067010376,1.0568924065445426,0.5411144012032337,4,0
1008,312.0,25.0,298.10000000000014,0.7337810029242937,0.8599799213007309,0.18142257207198076,4,3
1008,318.0,38.0,207.4000000000001,0.7268334071122919,0.8838795056411641,0.22014328964440852,6,5
1008,324.0,39.0,146.89999999999975,0.5042511618081952,0.8106146358028171,0.4352858302049987,1,3
